Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
27/08/05,Hearts,Motherwell,2,1,H,1,0,H,13,11,7,4,18,17,7,2,0,1,0,0
27/08/05,Kilmarnock,Livingston,3,0,H,3,0,H,15,5,7,3,11,12,13,6,1,2,0,0
27/08/05,Rangers,Hibernian,0,3,A,0,0,D,15,6,6,5,13,12,5,3,0,1,0,0
28/08/05,Dundee United,Inverness C,1,1,D,0,0,D,11,12,7,7,11,11,6,12,2,2,0,0
28/08/05,Dunfermline,Celtic,0,4,A,0,2,A,9,11,6,6,17,13,10,0,1,0,0,0
10/09/05,Celtic,Aberdeen,2,0,H,1,0,H,8,2,4,0,4,11,7,2,0,1,0,0
10/09/05,Falkirk,Rangers,1,1,D,0,1,A,6,12,2,6,24,20,3,5,2,2,0,0
10/09/05,Hibernian,Dundee United,2,1,H,1,1,D,12,11,5,6,9,16,2,3,1,5,0,0
10/09/05,Inverness C,Motherwell,1,2,A,1,0,H,10,16,5,9,19,14,6,6,2,1,0,0
10/09/05,Kilmarnock,Dunfermline,3,2,H,2,1,H,18,8,9,5,13,14,10,2,0,1,0,0
11/09/05,Livingston,Hearts,1,4,A,1,3,A,8,6,6,4,26,16,5,5,3,1,0,0
17/09/05,Dundee United,Livingston,2,0,H,1,0,H,16,7,7,2,14,16,8,5,1,1,0,0
17/09/05,Dunfermline,Aberdeen,0,2,A,0,2,A,9,10,7,5,19,16,6,3,0,1,0,0
17/09/05,Inverness C,Hearts,0,1,A,0,1,A,3,6,1,4,18,11,5,10,2,1,0,0
17/09/05,Motherwell,Falkirk,5,0,H,2,0,H,16,8,8,4,6,14,8,5,0,2,0,0
17/09/05,Rangers,Kilmarnock,3,0,H,1,0,H,9,7,5,1,9,16,9,2,0,1,0,0
18/09/05,Hibernian,Celtic,0,1,A,0,1,A,8,8,5,6,16,11,3,3,1,3,0,0
24/09/05,Aberdeen,Livingston,0,0,D,0,0,D,8,4,6,2,5,17,9,1,0,3,0,0
24/09/05,Celtic,Inverness C,2,1,H,0,0,D,15,6,10,3,5,10,6,3,0,1,0,0
24/09/05,Dunfermline,Dundee United,2,1,H,0,1,A,9,9,3,4,12,16,7,6,1,2,0,0
24/09/05,Hearts,Rangers,1,0,H,1,0,H,9,11,4,7,16,29,2,2,2,2,0,0
24/09/05,Kilmarnock,Falkirk,1,1,D,1,1,D,14,10,6,4,14,15,8,6,1,3,0,0
24/09/05,Motherwell,Hibernian,1,3,A,0,1,A,9,11,6,8,20,10,1,8,4,2,0,0
01/10/05,Aberdeen,Motherwell,2,2,D,0,0,D,6,7,3,5,8,11,5,6,2,0,1,0
01/10/05,Dundee United,Kilmarnock,0,0,D,0,0,D,8,14,4,6,13,17,9,14,2,1,0,0
01/10/05,Livingston,Celtic,0,5,A,0,2,A,6,16,2,13,15,3,9,7,1,0,0,0
01/10/05,Rangers,Dunfermline,5,1,H,2,0,H,12,3,7,2,9,16,5,1,0,2,0,0
02/10/05,Falkirk,Hearts,2,2,D,1,0,H,8,3,3,1,17,14,2,4,2,1,0,1
02/10/05,Hibernian,Inverness C,1,2,A,0,0,D,12,13,4,9,4,16,11,4,1,2,0,1
15/10/05,Celtic,Hearts,1,1,D,1,1,D,14,7,7,4,17,19,10,3,2,3,0,0
15/10/05,Dunfermline,Falkirk,0,1,A,0,1,A,16,7,6,4,13,23,16,5,2,2,0,1
15/10/05,Hibernian,Kilmarnock,4,2,H,0,2,A,14,4,11,3,13,16,7,4,4,3,0,0
15/10/05,Inverness C,Aberdeen,1,1,D,0,0,D,7,10,5,4,17,12,1,3,3,0,0,0
15/10/05,Motherwell,Livingston,1,0,H,1,0,H,8,10,4,3,16,24,7,3,1,3,0,0
16/10/05,Dundee United,Rangers,0,0,D,0,0,D,11,11,6,6,17,15,3,9,2,1,0,1
22/10/05,Aberdeen,Hibernian,0,1,A,0,0,D,7,5,3,2,12,16,5,3,2,2,0,0
22/10/05,Falkirk,Dundee United,1,3,A,1,0,H,10,16,5,9,15,13,2,8,3,3,0,0
22/10/05,Hearts,Dunfermline,2,0,H,2,0,H,17,8,8,2,15,17,5,4,0,2,1,0
22/10/05,Livingston,Inverness C,1,1,D,1,0,H,10,13,4,5,18,10,8,4,3,1,0,0
22/10/05,Rangers,Motherwell,2,0,H,1,0,H,12,9,6,3,6,14,6,4,0,0,0,0
23/10/05,Kilmarnock,Celtic,0,1,A,0,1,A,7,9,3,1,18,11,9,4,1,1,0,0
25/10/05,Aberdeen,Dundee United,2,0,H,2,0,H,8,4,4,2,9,11,5,7,1,1,0,0
26/10/05,Celtic,Motherwell,5,0,H,3,0,H,8,1,6,0,5,12,5,6,0,4,0,0
26/10/05,Dunfermline,Hibernian,1,2,A,0,0,D,9,14,5,6,13,10,6,9,1,1,1,0
26/10/05,Hearts,Kilmarnock,1,0,H,1,0,H,9,7,9,7,11,17,11,4,0,0,0,0
26/10/05,Inverness C,Falkirk,0,3,A,0,1,A,11,11,2,8,14,11,2,5,0,1,0,0
26/10/05,Livingston,Rangers,2,2,D,0,1,A,6,12,5,7,13,11,3,12,2,2,0,0
29/10/05,Dunfermline,Motherwell,0,3,A,0,0,D,12,12,5,8,3,12,4,5,0,0,0,0
29/10/05,Falkirk,Livingston,1,1,D,1,0,H,13,6,6,4,12,11,6,3,1,2,0,0
29/10/05,Hibernian,Hearts,2,0,H,0,0,D,13,6,3,4,16,23,7,5,0,5,0,1
29/10/05,Kilmarnock,Aberdeen,4,2,H,2,1,H,9,10,6,5,21,10,3,6,2,2,0,0
29/10/05,Rangers,Inverness C,1,1,D,0,1,A,18,5,10,2,10,13,18,1,3,4,0,1
30/10/05,Dundee United,Celtic,2,4,A,2,3,A,4,14,1,9,12,14,7,10,0,1,0,0
05/11/05,Hearts,Dundee United,3,0,H,2,0,H,19,9,12,3,17,17,11,2,1,1,0,0
05/11/05,Inverness C,Dunfermline,2,1,H,2,0,H,10,3,7,1,13,13,7,2,2,2,0,0
05/11/05,Livingston,Hibernian,1,2,A,1,0,H,13,18,4,9,11,11,5,9,3,0,0,0
05/11/05,Motherwell,Kilmarnock,2,2,D,1,1,D,9,8,6,6,15,15,4,8,1,3,0,0
05/11/05,Rangers,Aberdeen,0,0,D,0,0,D,26,3,9,1,15,9,11,2,1,1,0,0
06/11/05,Falkirk,Celtic,0,3,A,0,2,A,3,12,1,7,16,11,4,4,2,1,0,0
19/11/05,Celtic,Rangers,3,0,H,1,0,H,3,11,2,4,12,10,3,4,2,2,0,0
19/11/05,Dundee United,Motherwell,1,1,D,0,0,D,16,12,11,7,16,18,9,5,2,1,1,0
19/11/05,Dunfermline,Livingston,0,1,A,0,0,D,6,8,2,3,11,14,3,6,0,1,0,0
19/11/05,Hibernian,Falkirk,2,3,A,2,0,H,17,15,9,6,10,14,7,4,1,3,0,0
19/11/05,Kilmarnock,Inverness C,2,2,D,0,1,A,7,9,6,3,16,10,4,8,0,1,0,0
20/11/05,Aberdeen,Hearts,1,1,D,1,0,H,7,8,3,5,22,19,2,3,5,1,0,0
26/11/05,Celtic,Dunfermline,0,1,A,0,1,A,8,3,2,2,10,6,6,4,0,0,0,0
26/11/05,Falkirk,Aberdeen,1,2,A,0,1,A,7,5,4,2,6,11,3,4,0,3,0,0
26/11/05,Inverness C,Dundee United,1,1,D,1,1,D,11,3,5,1,7,15,4,7,2,1,0,0
26/11/05,Livingston,Kilmarnock,0,3,A,0,2,A,5,9,2,6,11,14,5,6,1,1,0,0
26/11/05,Motherwell,Hearts,1,1,D,1,0,H,5,4,5,1,21,18,4,7,4,4,0,0
27/11/05,Hibernian,Rangers,2,1,H,2,0,H,10,3,7,1,9,18,2,1,2,2,0,1
03/12/05,Dundee United,Hibernian,1,0,H,0,0,D,11,10,8,3,19,11,7,5,2,2,0,0
03/12/05,Dunfermline,Kilmarnock,0,1,A,0,1,A,5,7,1,3,13,11,16,4,1,0,0,0
03/12/05,Hearts,Livingston,2,1,H,2,0,H,16,16,8,6,18,13,12,3,1,4,0,0
03/12/05,Motherwell,Inverness C,0,2,A,0,0,D,17,9,6,5,5,10,9,3,0,0,0,0
03/12/05,Rangers,Falkirk,2,2,D,1,0,H,13,7,6,3,13,18,13,3,4,4,0,0
04/12/05,Aberdeen,Celtic,1,3,A,0,0,D,4,8,3,6,10,9,0,3,2,1,0,0
10/12/05,Aberdeen,Dunfermline,0,0,D,0,0,D,7,5,1,3,14,12,10,4,1,1,0,0
10/12/05,Celtic,Hibernian,3,2,H,1,0,H,12,7,6,5,10,14,6,4,2,2,0,0
10/12/05,Falkirk,Motherwell,0,1,A,0,0,D,9,11,6,4,14,15,11,5,2,4,0,0
10/12/05,Hearts,Inverness C,0,0,D,0,0,D,15,15,3,3,19,21,7,4,1,2,0,0
10/12/05,Livingston,Dundee United,1,0,H,1,0,H,4,11,1,5,17,11,4,6,3,1,0,0
11/12/05,Kilmarnock,Rangers,2,3,A,0,2,A,7,12,5,7,14,11,6,8,0,1,0,0
17/12/05,Falkirk,Kilmarnock,1,2,A,0,0,D,13,14,8,9,16,16,6,4,2,1,0,0
17/12/05,Hibernian,Motherwell,2,1,H,1,1,D,19,5,7,4,16,18,10,2,3,7,0,0
17/12/05,Livingston,Aberdeen,0,0,D,0,0,D,9,2,5,1,13,16,5,4,1,3,0,0
17/12/05,Rangers,Hearts,1,0,H,1,0,H,16,4,5,3,14,23,8,2,1,2,0,1
18/12/05,Inverness C,Celtic,1,1,D,1,1,D,13,11,7,7,7,11,4,5,0,3,0,0
20/12/05,Dundee United,Dunfermline,2,1,H,2,1,H,15,7,5,5,3,8,8,3,0,2,0,0
26/12/05,Celtic,Livingston,2,1,H,1,0,H,20,5,7,2,4,18,7,2,0,1,0,0
26/12/05,Dunfermline,Rangers,3,3,D,2,1,H,4,13,4,5,11,10,8,10,3,2,1,1
26/12/05,Hearts,Falkirk,5,0,H,3,0,H,15,8,12,5,14,17,11,2,1,5,0,1
26/12/05,Inverness C,Hibernian,2,0,H,2,0,H,10,3,3,1,19,15,3,6,3,6,0,0
26/12/05,Kilmarnock,Dundee United,2,1,H,1,0,H,10,15,5,8,8,14,7,11,0,2,0,0
26/12/05,Motherwell,Aberdeen,3,1,H,2,0,H,19,9,11,3,10,15,10,1,0,0,0,0
31/12/05,Aberdeen,Inverness C,0,0,D,0,0,D,11,8,4,2,10,17,7,4,0,1,0,0
31/12/05,Falkirk,Dunfermline,1,2,A,0,1,A,17,8,8,4,10,16,9,2,1,3,0,0
31/12/05,Livingston,Motherwell,1,2,A,1,1,D,7,12,5,9,16,5,5,14,1,0,0,0
31/12/05,Rangers,Dundee United,3,0,H,0,0,D,10,6,6,4,13,13,11,4,3,3,0,0
01/01/06,Hearts,Celtic,2,3,A,2,0,H,10,9,4,5,14,20,6,1,4,4,1,0
02/01/06,Kilmarnock,Hibernian,2,2,D,1,0,H,13,12,6,9,15,18,8,14,0,3,0,0
14/01/06,Celtic,Kilmarnock,4,2,H,2,1,H,12,8,10,5,10,11,5,2,1,0,0,0
14/01/06,Dunfermline,Hearts,1,4,A,0,1,A,7,15,3,7,20,16,3,10,1,2,0,0
14/01/06,Hibernian,Aberdeen,1,2,A,0,2,A,14,2,6,2,10,12,2,3,1,2,0,1
14/01/06,Inverness C,Livingston,3,0,H,1,0,H,7,8,3,2,18,10,6,3,1,3,0,0
15/01/06,Dundee United,Falkirk,2,1,H,1,0,H,15,6,9,3,11,15,7,6,1,1,0,0
15/01/06,Motherwell,Rangers,0,1,A,0,0,D,11,5,6,2,19,13,7,6,2,4,0,0
21/01/06,Dundee United,Aberdeen,1,1,D,0,0,D,9,9,5,4,14,13,5,3,1,0,0,0
21/01/06,Falkirk,Inverness C,1,4,A,1,3,A,14,13,8,7,9,15,11,4,1,2,0,0
21/01/06,Hibernian,Dunfermline,3,1,H,1,1,D,16,8,7,5,9,19,3,2,0,2,0,0
21/01/06,Kilmarnock,Hearts,1,0,H,0,0,D,7,5,1,3,18,14,2,4,2,4,0,0
21/01/06,Rangers,Livingston,4,1,H,1,0,H,23,8,14,4,13,16,8,6,0,3,0,0
22/01/06,Motherwell,Celtic,1,3,A,1,1,D,10,6,4,4,15,15,3,5,3,0,0,0
28/01/06,Aberdeen,Kilmarnock,2,2,D,1,1,D,6,4,3,2,8,11,12,4,0,0,0,0
28/01/06,Celtic,Dundee United,3,3,D,1,1,D,10,9,7,7,10,11,9,2,0,0,0,0
28/01/06,Dunfermline,Motherwell,1,1,D,1,0,H,10,21,6,10,12,16,1,6,0,1,0,0
28/01/06,Hearts,Hibernian,4,1,H,3,0,H,8,8,5,5,13,14,5,3,1,1,0,1
28/01/06,Livingston,Falkirk,0,1,A,0,1,A,6,16,2,8,20,25,8,7,6,2,1,0
29/01/06,Inverness C,Rangers,2,3,A,1,2,A,6,15,4,10,18,13,3,9,5,2,0,0
07/02/06,Dundee United,Hearts,1,1,D,1,0,H,11,9,4,5,16,18,5,2,4,3,1,1
08/02/06,Aberdeen,Rangers,2,0,H,2,0,H,3,6,2,1,9,13,2,5,1,2,0,0
08/02/06,Celtic,Falkirk,2,1,H,2,0,H,8,5,3,3,7,18,4,1,1,3,0,0
08/02/06,Dunfermline,Inverness C,2,2,D,2,0,H,6,6,3,3,11,11,5,10,1,3,0,0
08/02/06,Hibernian,Livingston,7,0,H,2,0,H,22,3,15,0,9,11,8,2,0,2,0,0
08/02/06,Kilmarnock,Motherwell,2,0,H,1,0,H,6,9,5,2,13,6,6,6,0,2,0,1
11/02/06,Falkirk,Hibernian,0,0,D,0,0,D,9,12,4,6,15,16,3,10,1,2,0,0
11/02/06,Hearts,Aberdeen,1,2,A,1,0,H,7,9,2,5,23,21,1,4,2,3,0,0
11/02/06,Inverness C,Kilmarnock,3,3,D,1,1,D,11,13,8,10,17,10,6,6,2,0,0,0
11/02/06,Livingston,Dunfermline,0,1,A,0,1,A,4,4,2,2,14,12,9,7,4,3,0,0
11/02/06,Motherwell,Dundee United,2,0,H,1,0,H,8,7,4,4,15,14,3,4,2,2,0,0
12/02/06,Rangers,Celtic,0,1,A,0,1,A,9,5,3,1,19,18,8,3,3,1,0,0
18/02/06,Aberdeen,Falkirk,1,0,H,1,0,H,3,7,1,2,13,15,3,11,1,1,0,0
18/02/06,Dundee United,Inverness C,2,4,A,2,2,D,9,15,4,8,20,20,4,6,2,3,0,0
18/02/06,Hearts,Motherwell,3,0,H,2,0,H,9,10,7,1,22,19,3,4,2,3,0,0
18/02/06,Kilmarnock,Livingston,3,1,H,2,1,H,14,5,7,2,12,17,5,3,2,1,0,0
18/02/06,Rangers,Hibernian,2,0,H,1,0,H,25,5,9,4,17,24,11,6,0,1,0,0
19/02/06,Dunfermline,Celtic,1,8,A,1,4,A,13,11,5,9,12,14,4,1,2,0,0,0
25/02/06,Dunfermline,Dundee United,1,1,D,1,1,D,14,3,7,2,6,12,4,6,0,0,0,0
04/03/06,Celtic,Aberdeen,3,0,H,0,0,D,14,7,11,5,8,11,6,3,1,1,0,0
04/03/06,Falkirk,Rangers,1,2,A,0,0,D,8,12,3,3,22,14,5,10,3,2,0,0
04/03/06,Hibernian,Dundee United,3,1,H,3,0,H,14,7,9,2,10,15,8,2,1,3,0,0
04/03/06,Inverness C,Motherwell,0,1,A,0,0,D,6,4,2,0,12,11,3,5,3,0,0,0
04/03/06,Kilmarnock,Dunfermline,1,0,H,1,0,H,9,6,6,1,17,11,6,10,0,1,0,0
05/03/06,Livingston,Hearts,2,3,A,0,1,A,9,13,4,7,15,14,3,7,2,0,0,0
11/03/06,Dundee United,Livingston,3,1,H,0,1,A,12,6,9,4,9,14,6,6,0,2,0,0
11/03/06,Dunfermline,Aberdeen,1,0,H,0,0,D,5,8,2,0,9,13,3,1,1,0,0,0
11/03/06,Inverness C,Hearts,0,0,D,0,0,D,12,6,10,5,10,10,4,4,1,2,0,0
11/03/06,Motherwell,Falkirk,3,1,H,1,0,H,6,11,5,7,18,18,5,6,2,3,0,0
11/03/06,Rangers,Kilmarnock,4,0,H,1,0,H,15,3,8,1,13,18,14,1,0,4,0,1
12/03/06,Hibernian,Celtic,1,2,A,1,1,D,8,10,3,8,12,9,2,4,2,0,1,0
18/03/06,Aberdeen,Livingston,3,0,H,1,0,H,8,5,5,0,5,12,12,1,1,1,0,0
18/03/06,Kilmarnock,Falkirk,2,1,H,1,0,H,14,7,9,5,14,18,4,4,0,1,0,0
18/03/06,Motherwell,Hibernian,2,2,D,1,0,H,12,7,6,4,13,16,5,1,0,1,0,0
19/03/06,Hearts,Rangers,1,1,D,1,0,H,6,11,2,4,25,24,4,4,3,2,0,0
22/03/06,Celtic,Inverness C,2,1,H,1,0,H,12,7,8,3,10,12,4,4,0,2,0,0
25/03/06,Aberdeen,Motherwell,2,2,D,2,1,H,5,5,4,1,12,16,6,5,1,3,0,0
25/03/06,Dundee United,Kilmarnock,2,2,D,0,2,A,11,8,6,4,13,15,7,6,0,0,0,0
25/03/06,Falkirk,Hearts,1,2,A,1,1,D,6,5,3,3,19,20,10,1,4,4,0,0
25/03/06,Hibernian,Inverness C,0,2,A,0,0,D,15,9,6,6,14,17,8,4,1,3,0,0
25/03/06,Rangers,Dunfermline,1,0,H,0,0,D,26,3,16,2,7,10,12,2,0,1,0,0
26/03/06,Livingston,Celtic,0,2,A,0,0,D,6,13,6,6,15,7,7,4,2,1,0,0
01/04/06,Dunfermline,Falkirk,1,1,D,0,1,A,6,10,4,4,8,14,5,5,1,1,0,0
01/04/06,Inverness C,Aberdeen,0,1,A,0,0,D,2,7,0,4,17,10,5,5,2,4,0,0
01/04/06,Motherwell,Livingston,2,1,H,1,0,H,15,6,9,5,6,11,10,4,0,2,0,0
02/04/06,Dundee United,Rangers,1,4,A,0,2,A,9,20,6,11,17,8,6,7,0,0,0,0
05/04/06,Celtic,Hearts,1,0,H,1,0,H,7,13,5,5,17,21,2,5,2,3,0,0
05/04/06,Hibernian,Kilmarnock,2,1,H,0,1,A,16,11,7,10,10,23,8,2,0,3,0,0
08/04/06,Aberdeen,Hibernian,1,0,H,1,0,H,6,7,5,3,17,16,8,6,1,2,0,0
08/04/06,Falkirk,Dundee United,1,0,H,1,0,H,5,11,3,7,7,14,3,8,0,3,0,0
08/04/06,Hearts,Dunfermline,4,0,H,3,0,H,21,2,10,1,12,10,8,2,0,1,0,1
08/04/06,Livingston,Inverness C,2,1,H,1,1,D,12,15,5,5,15,17,8,9,5,1,0,0
08/04/06,Rangers,Motherwell,1,0,H,1,0,H,12,11,6,7,14,13,5,6,0,2,0,0
09/04/06,Kilmarnock,Celtic,1,4,A,0,1,A,9,10,3,8,13,16,3,5,1,1,0,0
15/04/06,Falkirk,Dunfermline,0,0,D,0,0,D,9,8,5,2,12,17,7,4,1,2,0,0
15/04/06,Hearts,Kilmarnock,2,0,H,0,0,D,17,4,3,2,12,21,6,3,0,4,0,0
15/04/06,Livingston,Dundee United,3,1,H,1,1,D,10,13,7,7,8,12,4,7,2,2,0,0
15/04/06,Motherwell,Inverness C,0,1,A,0,1,A,10,10,6,7,13,17,6,4,2,3,1,0
15/04/06,Rangers,Aberdeen,1,1,D,0,0,D,19,9,11,3,15,20,15,2,1,0,0,0
16/04/06,Celtic,Hibernian,1,1,D,0,1,A,14,6,7,3,8,10,4,1,0,0,0,0
22/04/06,Aberdeen,Kilmarnock,0,0,D,0,0,D,8,5,5,2,10,19,5,5,0,1,0,0
22/04/06,Dunfermline,Livingston,3,2,H,1,1,D,10,7,4,1,9,16,6,5,1,2,0,0
22/04/06,Falkirk,Motherwell,1,1,D,1,0,H,8,11,4,6,10,15,2,4,4,3,0,0
22/04/06,Hibernian,Hearts,2,1,H,1,1,D,8,14,7,4,18,21,1,6,2,1,0,0
22/04/06,Inverness C,Dundee United,1,0,H,0,0,D,10,9,5,5,15,23,5,4,1,2,0,0
23/04/06,Celtic,Rangers,0,0,D,0,0,D,8,6,6,2,22,20,2,6,2,2,0,0
29/04/06,Aberdeen,Hibernian,4,0,H,2,0,H,15,6,11,3,7,10,4,6,1,2,0,0
29/04/06,Dundee United,Falkirk,0,2,A,0,2,A,4,9,0,2,19,15,7,9,0,2,0,1
29/04/06,Kilmarnock,Rangers,1,3,A,1,0,H,7,12,5,8,20,12,4,10,3,2,0,0
29/04/06,Livingston,Inverness C,0,1,A,0,0,D,7,6,2,3,18,13,2,2,1,0,0,0
29/04/06,Motherwell,Dunfermline,2,3,A,1,2,A,16,5,9,4,12,8,13,2,0,2,0,0
30/04/06,Hearts,Celtic,3,0,H,2,0,H,10,18,7,12,24,16,5,5,2,3,0,0
02/05/06,Dundee United,Dunfermline,0,1,A,0,0,D,11,6,4,4,11,12,11,6,2,1,0,0
02/05/06,Hibernian,Rangers,1,2,A,0,1,A,8,9,4,5,14,18,10,5,2,1,0,0
03/05/06,Celtic,Kilmarnock,2,0,H,0,0,D,8,4,4,2,3,11,7,4,0,0,0,0
03/05/06,Hearts,Aberdeen,1,0,H,0,0,D,7,3,3,1,16,15,4,3,1,2,0,1
03/05/06,Inverness C,Falkirk,2,0,H,2,0,H,9,8,5,5,13,11,4,3,0,1,0,0
03/05/06,Livingston,Motherwell,0,1,A,0,0,D,13,16,7,5,14,10,7,5,1,0,0,0
06/05/06,Dunfermline,Inverness C,0,1,A,0,0,D,9,14,2,3,12,12,6,12,0,1,0,0
06/05/06,Falkirk,Livingston,1,0,H,0,0,D,15,7,9,1,20,21,1,7,1,2,0,0
06/05/06,Motherwell,Dundee United,1,1,D,0,0,D,10,12,3,5,9,15,6,4,2,1,0,0
07/05/06,Aberdeen,Celtic,2,2,D,0,1,A,5,4,3,3,6,13,8,1,0,0,0,0
07/05/06,Kilmarnock,Hibernian,3,1,H,0,1,A,9,11,7,8,18,18,8,6,0,6,0,2
07/05/06,Rangers,Hearts,2,0,H,1,0,H,16,16,8,10,16,26,6,5,0,5,0,0
