Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,away_shots,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
11/02/12,Hibernian,Aberdeen,0,0,D,0,0,D,8,5,3,2,9,15,8,8,1,0,0,0
11/02/12,Kilmarnock,Hearts,1,1,D,0,0,D,5,8,2,3,11,16,3,5,2,2,1,1
11/02/12,St Johnstone,Dundee United,1,5,A,0,1,A,8,11,2,5,11,13,8,6,2,2,0,0
11/02/12,St Mirren,Motherwell,0,0,D,0,0,D,9,5,2,2,12,15,7,7,2,4,0,0
18/02/12,Dundee United,St Mirren,0,0,D,0,0,D,6,3,2,1,10,11,8,3,1,4,0,0
18/02/12,Dunfermline,Inverness C,1,1,D,1,0,H,8,9,2,3,7,12,5,6,0,0,0,0
18/02/12,Motherwell,Hearts,3,0,H,2,0,H,13,12,8,6,17,12,3,2,3,1,1,0
18/02/12,Rangers,Kilmarnock,0,1,A,0,1,A,12,7,7,1,12,11,10,1,1,2,1,0
19/02/12,Aberdeen,St Johnstone,0,0,D,0,0,D,12,7,2,3,10,11,3,2,1,3,0,0
19/02/12,Hibernian,Celtic,0,5,A,0,2,A,9,12,1,9,10,12,4,5,2,1,0,0
21/02/12,Dundee United,Kilmarnock,4,0,H,0,0,D,24,4,12,3,4,8,4,4,1,3,0,1
22/02/12,Celtic,Dunfermline,2,0,H,1,0,H,27,3,16,3,5,7,16,3,0,1,0,0
22/02/12,Motherwell,Hibernian,4,3,H,0,1,A,15,10,10,6,10,17,10,7,2,4,0,0
25/02/12,Celtic,Motherwell,1,0,H,0,0,D,12,2,7,1,10,20,9,2,1,4,0,0
25/02/12,Hearts,Dundee United,0,2,A,0,1,A,7,6,5,3,11,9,7,4,2,2,0,0
25/02/12,Kilmarnock,Hibernian,1,3,A,0,1,A,5,7,2,5,6,17,8,1,1,2,0,0
25/02/12,St Johnstone,Dunfermline,3,1,H,2,0,H,18,4,9,1,4,11,3,3,0,0,0,0
25/02/12,St Mirren,Aberdeen,1,1,D,0,0,D,6,13,4,5,14,18,7,3,5,2,0,0
26/02/12,Inverness C,Rangers,1,4,A,1,3,A,7,15,3,11,14,14,8,8,2,0,0,0
03/03/12,Aberdeen,Celtic,1,1,D,1,1,D,8,7,3,5,16,8,3,6,1,2,0,0
03/03/12,Dunfermline,Motherwell,0,2,A,0,0,D,7,7,5,4,8,8,10,9,1,2,0,0
03/03/12,Hibernian,St Mirren,0,0,D,0,0,D,12,6,7,3,9,13,7,4,2,3,0,0
03/03/12,Kilmarnock,St Johnstone,0,0,D,0,0,D,8,9,2,3,13,19,5,3,4,2,1,1
03/03/12,Rangers,Hearts,1,2,A,1,0,H,8,4,5,2,9,11,3,3,4,1,0,0
05/03/12,Dundee United,Inverness C,3,0,H,1,0,H,9,11,5,5,11,17,5,4,1,4,0,0
10/03/12,Inverness C,Kilmarnock,1,1,D,0,1,A,17,3,8,1,10,10,6,9,0,0,0,0
17/03/12,Dundee United,Rangers,2,1,H,1,0,H,8,12,4,8,8,16,3,6,2,4,0,0
17/03/12,Motherwell,Aberdeen,1,0,H,1,0,H,8,11,6,4,7,17,4,4,2,4,0,0
17/03/12,St Mirren,St Johnstone,0,3,A,0,1,A,7,10,4,7,10,8,9,3,3,2,0,0
18/03/12,Hearts,Hibernian,2,0,H,1,0,H,10,6,7,3,20,20,7,5,2,3,0,0
24/03/12,Aberdeen,Inverness C,0,1,A,0,1,A,9,9,3,3,11,11,4,0,3,2,0,1
24/03/12,Dunfermline,St Mirren,1,1,D,0,1,A,8,11,5,3,26,12,8,7,5,1,0,0
24/03/12,Hibernian,Dundee United,0,2,A,0,0,D,4,11,2,6,10,13,4,9,1,0,0,0
24/03/12,Kilmarnock,Motherwell,2,0,H,0,0,D,15,5,9,2,10,11,7,3,2,3,0,0
24/03/12,St Johnstone,Hearts,2,1,H,1,1,D,6,6,5,2,7,10,8,3,2,2,0,0
25/03/12,Rangers,Celtic,3,2,H,1,0,H,17,7,11,3,19,14,6,4,1,0,1,2
28/03/12,Inverness C,St Johnstone,0,1,A,0,1,A,6,6,2,1,12,15,0,5,1,1,0,0
31/03/12,Dundee United,Dunfermline,3,0,H,0,0,D,9,1,6,0,9,8,6,5,1,3,0,0
31/03/12,Hearts,Aberdeen,3,0,H,1,0,H,6,6,4,0,8,14,3,5,1,2,0,0
31/03/12,Motherwell,Rangers,1,2,A,1,1,D,10,15,7,8,17,16,6,3,2,3,0,0
31/03/12,St Mirren,Kilmarnock,4,2,H,1,1,D,9,9,8,3,10,9,2,5,0,0,0,0
01/04/12,Celtic,St Johnstone,2,0,H,0,0,D,14,4,8,0,4,11,4,7,0,3,0,0
01/04/12,Inverness C,Hibernian,2,3,A,0,0,D,7,5,3,5,10,11,11,5,1,2,0,0
07/04/12,Aberdeen,Dundee United,3,1,H,1,1,D,10,4,8,1,19,8,9,4,3,0,0,0
07/04/12,Dunfermline,Hearts,1,2,A,0,0,D,7,7,4,6,10,9,8,5,1,2,0,0
07/04/12,Kilmarnock,Celtic,0,6,A,0,4,A,4,12,2,9,9,9,2,8,3,1,0,0
07/04/12,Rangers,St Mirren,3,1,H,2,0,H,7,7,4,5,14,13,5,10,3,4,0,1
07/04/12,St Johnstone,Inverness C,0,0,D,0,0,D,9,6,5,3,14,15,5,5,2,5,0,0
08/04/12,Hibernian,Motherwell,1,1,D,1,0,H,13,10,5,4,13,14,2,7,2,3,0,1
21/04/12,Hearts,Rangers,0,3,A,0,2,A,8,6,4,5,8,15,6,4,1,3,0,0
21/04/12,Inverness C,Aberdeen,0,2,A,0,0,D,11,5,4,1,12,15,3,1,1,3,0,0
21/04/12,St Johnstone,Dundee United,0,2,A,0,1,A,6,13,6,6,16,13,1,9,2,1,1,0
21/04/12,St Mirren,Dunfermline,4,4,D,2,1,H,15,15,6,9,12,11,3,4,1,2,0,0
22/04/12,Hibernian,Kilmarnock,0,1,A,0,1,A,10,1,3,0,11,11,13,6,3,1,0,0
22/04/12,Motherwell,Celtic,0,3,A,0,0,D,12,18,7,10,11,5,4,4,0,0,0,0
28/04/12,Dundee United,Hearts,2,2,D,1,1,D,9,12,5,5,9,15,3,9,1,4,0,0
28/04/12,Dunfermline,Aberdeen,3,0,H,0,0,D,5,5,4,3,10,10,2,10,0,1,0,0
28/04/12,Kilmarnock,Inverness C,4,3,H,1,2,A,11,7,5,4,5,9,4,5,1,2,0,1
28/04/12,Motherwell,St Johnstone,5,1,H,2,0,H,13,10,10,6,13,16,7,2,0,3,0,0
29/04/12,Celtic,Rangers,3,0,H,2,0,H,13,8,8,4,13,9,8,3,1,2,0,0
29/04/12,St Mirren,Hibernian,1,0,H,0,0,D,8,14,4,7,18,14,8,6,3,3,1,1
01/05/12,Hearts,Motherwell,0,1,A,0,1,A,12,7,3,5,11,15,1,3,0,0,0,0
02/05/12,Aberdeen,Hibernian,1,2,A,0,2,A,10,10,3,5,11,6,4,4,1,0,0,0
02/05/12,Inverness C,Dunfermline,0,0,D,0,0,D,10,5,5,3,16,16,4,4,1,2,0,0
02/05/12,Kilmarnock,St Mirren,0,2,A,0,2,A,13,8,4,5,8,11,12,7,3,2,0,0
02/05/12,Rangers,Dundee United,5,0,H,3,0,H,16,5,10,3,14,11,4,9,1,0,0,0
03/05/12,Celtic,St Johnstone,1,0,H,1,0,H,11,6,6,1,8,12,5,4,0,1,0,0
05/05/12,Kilmarnock,Aberdeen,1,1,D,0,1,A,9,15,6,8,7,16,1,7,0,0,0,0
05/05/12,Rangers,Motherwell,0,0,D,0,0,D,16,5,9,2,8,6,5,4,1,1,0,0
05/05/12,St Mirren,Inverness C,0,1,A,0,0,D,7,6,3,3,13,8,9,6,1,0,0,0
06/05/12,Dundee United,Celtic,1,0,H,1,0,H,1,6,1,5,10,6,4,8,1,1,0,0
06/05/12,Hearts,St Johnstone,2,0,H,1,0,H,13,6,5,1,9,13,7,5,1,3,0,0
07/05/12,Hibernian,Dunfermline,4,0,H,3,0,H,9,12,5,8,6,11,2,5,0,3,0,0
12/05/12,Aberdeen,St Mirren,0,0,D,0,0,D,5,3,4,2,10,6,6,5,2,3,0,0
12/05/12,Dunfermline,Kilmarnock,1,2,A,1,0,H,5,19,4,9,11,9,2,10,1,1,0,0
12/05/12,Inverness C,Hibernian,2,0,H,0,0,D,8,3,3,3,10,20,5,7,0,2,0,0
13/05/12,Celtic,Hearts,5,0,H,3,0,H,12,3,8,2,15,15,4,2,1,1,0,0
13/05/12,Motherwell,Dundee United,0,2,A,0,1,A,10,16,2,7,8,11,6,4,3,2,0,0
13/05/12,St Johnstone,Rangers,0,4,A,0,1,A,6,17,2,11,12,10,3,10,1,1,0,0
