Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,away_shots,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
12/03/17,Celtic,Rangers,1,1,D,1,0,H,11,8,7,5,13,19,3,3,2,4,0,0
18/03/17,Aberdeen,Hearts,2,0,H,1,0,H,17,5,6,3,11,16,6,3,1,3,1,0
18/03/17,Inverness C,Ross County,1,1,D,0,0,D,9,9,3,2,12,14,3,8,1,1,0,0
18/03/17,Kilmarnock,Partick,1,1,D,0,0,D,10,14,3,3,8,13,8,4,1,0,0,0
18/03/17,Motherwell,St Johnstone,1,2,A,1,1,D,16,15,5,6,6,12,2,9,0,1,0,0
18/03/17,Rangers,Hamilton,4,0,H,2,0,H,10,4,6,2,13,14,8,4,2,2,0,0
19/03/17,Dundee,Celtic,1,2,A,0,1,A,5,8,2,2,8,7,3,9,4,3,0,0
31/03/17,Dundee,Aberdeen,0,7,A,0,4,A,5,18,1,9,8,10,10,7,1,0,0,0
01/04/17,Hamilton,St Johnstone,1,0,H,0,0,D,17,3,4,2,16,19,12,3,2,1,0,2
01/04/17,Inverness C,Kilmarnock,1,1,D,1,1,D,11,16,6,7,15,12,8,6,1,1,0,0
01/04/17,Partick,Ross County,2,1,H,0,0,D,12,8,7,3,10,9,4,2,3,1,0,0
01/04/17,Rangers,Motherwell,1,1,D,0,1,A,14,12,4,5,8,16,9,7,2,4,0,0
02/04/17,Hearts,Celtic,0,5,A,0,2,A,8,9,4,6,12,9,2,2,3,3,0,0
04/04/17,Aberdeen,Inverness C,1,0,H,1,0,H,16,7,3,4,3,13,10,4,0,2,0,0
04/04/17,Ross County,Dundee,2,1,H,1,1,D,13,6,2,3,11,13,4,3,2,2,1,1
05/04/17,Celtic,Partick,1,1,D,0,0,D,16,6,5,2,8,15,7,2,1,3,0,0
05/04/17,Kilmarnock,Rangers,0,0,D,0,0,D,7,19,2,6,16,18,6,13,4,2,0,0
05/04/17,Motherwell,Hamilton,0,0,D,0,0,D,17,10,3,6,12,14,7,2,1,2,0,1
05/04/17,St Johnstone,Hearts,1,0,H,0,0,D,11,11,5,1,14,19,7,1,1,4,0,1
08/04/17,Celtic,Kilmarnock,3,1,H,1,0,H,14,3,6,1,9,10,5,3,2,2,0,0
08/04/17,Hamilton,Ross County,1,1,D,1,0,H,9,12,4,3,18,9,5,6,3,0,1,0
08/04/17,Hearts,Dundee,1,0,H,1,0,H,12,3,5,0,9,11,10,0,0,1,0,0
08/04/17,Inverness C,St Johnstone,0,3,A,0,1,A,15,13,5,5,13,8,6,1,0,1,1,0
08/04/17,Partick,Motherwell,1,0,H,1,0,H,7,8,1,1,13,16,1,7,0,0,0,0
09/04/17,Aberdeen,Rangers,0,3,A,0,0,D,10,10,5,6,11,15,7,3,3,2,0,0
14/04/17,Kilmarnock,Hearts,0,0,D,0,0,D,8,10,0,4,7,13,5,6,0,2,0,0
15/04/17,Dundee,Hamilton,0,2,A,0,1,A,8,15,3,4,14,13,7,8,0,1,0,0
15/04/17,Motherwell,Inverness C,4,2,H,2,1,H,18,17,11,10,18,5,6,3,0,1,0,0
15/04/17,Rangers,Partick,2,0,H,1,0,H,22,4,10,2,8,13,10,1,0,2,0,0
15/04/17,St Johnstone,Aberdeen,1,2,A,0,2,A,7,7,3,2,9,15,4,3,3,1,0,0
16/04/17,Ross County,Celtic,2,2,D,0,1,A,5,11,5,6,12,14,4,2,4,1,0,1
28/04/17,Ross County,Inverness C,4,0,H,2,0,H,12,5,6,2,11,15,3,6,2,1,0,1
29/04/17,Aberdeen,St Johnstone,0,2,A,0,0,D,13,8,1,4,18,14,4,2,3,3,0,0
29/04/17,Hamilton,Kilmarnock,0,2,A,0,2,A,11,6,1,2,10,12,4,3,1,3,0,0
29/04/17,Hearts,Partick,2,2,D,0,0,D,26,8,11,6,11,8,8,4,1,3,0,1
29/04/17,Motherwell,Dundee,2,3,A,0,1,A,11,7,4,5,8,20,11,1,1,2,0,0
29/04/17,Rangers,Celtic,1,5,A,0,2,A,7,17,1,7,14,14,1,5,2,2,0,0
06/05/17,Celtic,St Johnstone,4,1,H,0,0,D,28,4,11,1,9,11,6,0,1,4,0,0
06/05/17,Inverness C,Hamilton,2,1,H,2,0,H,12,9,4,4,16,13,5,6,4,1,0,0
06/05/17,Kilmarnock,Dundee,0,1,A,0,0,D,16,7,5,3,10,14,7,4,1,1,0,0
06/05/17,Motherwell,Ross County,0,1,A,0,0,D,6,7,2,2,13,10,14,6,0,2,0,0
07/05/17,Hearts,Aberdeen,1,2,A,0,1,A,8,14,1,5,13,11,4,3,1,2,1,0
07/05/17,Partick,Rangers,1,2,A,1,0,H,8,7,3,2,9,13,4,2,1,1,0,0
12/05/17,Aberdeen,Celtic,1,3,A,1,3,A,13,12,3,8,10,16,10,4,2,2,0,0
13/05/17,Dundee,Ross County,1,1,D,0,1,A,16,4,6,2,7,16,1,3,3,6,0,0
13/05/17,Hamilton,Motherwell,0,1,A,0,0,D,7,4,3,2,15,15,4,1,6,4,0,0
13/05/17,Kilmarnock,Inverness C,2,1,H,1,0,H,11,14,2,4,18,14,4,3,2,1,0,0
13/05/17,Rangers,Hearts,2,1,H,1,0,H,20,12,9,4,14,12,6,4,1,1,0,1
13/05/17,St Johnstone,Partick,1,0,H,1,0,H,7,8,5,4,13,14,4,3,3,3,0,0
16/05/17,Motherwell,Kilmarnock,3,1,H,1,1,D,11,9,5,3,18,10,8,2,5,3,0,0
16/05/17,Ross County,Hamilton,3,2,H,1,1,D,12,17,5,10,9,16,4,8,2,4,0,0
17/05/17,Dundee,Inverness C,0,2,A,0,2,A,12,10,4,4,9,14,11,3,0,2,0,0
17/05/17,Rangers,Aberdeen,1,2,A,0,1,A,7,14,2,5,16,13,3,6,2,1,0,1
17/05/17,St Johnstone,Hearts,1,0,H,1,0,H,14,15,3,6,9,12,1,11,0,1,0,0
18/05/17,Partick,Celtic,0,5,A,0,3,A,3,25,2,13,11,6,1,3,0,0,0,0
20/05/17,Hamilton,Dundee,4,0,H,2,0,H,10,9,7,3,17,12,7,3,1,1,0,0
20/05/17,Inverness C,Motherwell,3,2,H,0,0,D,11,12,5,3,9,14,6,0,0,0,0,0
20/05/17,Kilmarnock,Ross County,1,2,A,1,1,D,21,11,6,5,7,14,5,4,2,0,0,0
21/05/17,Celtic,Hearts,2,0,H,0,0,D,19,7,5,2,10,15,3,4,0,2,0,0
21/05/17,Partick,Aberdeen,0,6,A,0,5,A,9,20,5,8,9,14,6,2,2,2,0,0
21/05/17,St Johnstone,Rangers,1,2,A,0,1,A,13,16,6,5,10,16,7,4,1,3,0,0
