Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST
04/10/09,Rangers,Celtic,2,1,H,2,1,H,7,7,4,4
17/10/09,Aberdeen,Hearts,1,1,D,1,0,H,6,9,3,3
17/10/09,Celtic,Motherwell,0,0,D,0,0,D,21,5,9,4
17/10/09,Dundee United,Hamilton,1,1,D,0,0,D,11,6,3,1
17/10/09,Falkirk,St Mirren,1,3,A,0,0,D,10,9,3,7
17/10/09,Hibernian,Kilmarnock,1,0,H,0,0,D,15,6,7,1
17/10/09,St Johnstone,Rangers,1,2,A,1,1,D,11,10,7,6
24/10/09,Aberdeen,Dundee United,0,2,A,0,2,A,12,10,2,3
24/10/09,Hearts,Falkirk,0,0,D,0,0,D,11,7,5,2
24/10/09,Kilmarnock,St Johnstone,2,1,H,0,0,D,5,5,2,2
24/10/09,Rangers,Hibernian,1,1,D,1,0,H,22,17,11,12
24/10/09,St Mirren,Motherwell,3,3,D,1,0,H,13,10,7,5
25/10/09,Hamilton,Celtic,1,2,A,0,2,A,9,10,6,7
31/10/09,Celtic,Kilmarnock,3,0,H,2,0,H,19,7,16,1
31/10/09,Hibernian,Aberdeen,2,0,H,0,0,D,18,5,6,4
31/10/09,Motherwell,Hearts,1,0,H,0,0,D,13,8,4,3
31/10/09,St Johnstone,Falkirk,3,1,H,1,0,H,15,11,6,6
31/10/09,St Mirren,Hamilton,0,2,A,0,2,A,9,5,3,4
07/11/09,Aberdeen,St Johnstone,2,1,H,1,0,H,9,17,4,9
07/11/09,Hamilton,Motherwell,2,2,D,0,0,D,7,13,2,6
07/11/09,Hearts,Hibernian,0,0,D,0,0,D,21,10,12,7
07/11/09,Kilmarnock,Dundee United,0,2,A,0,1,A,13,16,7,9
07/11/09,Rangers,St Mirren,2,1,H,1,0,H,16,6,9,3
08/11/09,Falkirk,Celtic,3,3,D,0,0,D,14,10,6,9
21/11/09,Falkirk,Hamilton,2,0,H,0,0,D,9,13,7,8
21/11/09,Hearts,St Johnstone,1,2,A,1,0,H,7,7,3,4
21/11/09,Motherwell,Aberdeen,1,1,D,1,0,H,14,15,5,7
21/11/09,Rangers,Kilmarnock,3,0,H,3,0,H,13,12,9,8
21/11/09,St Mirren,Hibernian,1,1,D,1,1,D,14,8,3,4
22/11/09,Dundee United,Celtic,2,1,H,0,0,D,10,7,5,5
28/11/09,Aberdeen,Rangers,1,0,H,1,0,H,8,19,2,6
28/11/09,Celtic,St Mirren,3,1,H,2,1,H,15,6,10,4
28/11/09,Hibernian,Falkirk,2,0,H,1,0,H,19,12,13,4
28/11/09,Kilmarnock,Hearts,1,2,A,0,0,D,17,10,8,4
28/11/09,Motherwell,Dundee United,2,2,D,2,1,H,6,13,2,5
28/11/09,St Johnstone,Hamilton,1,1,D,1,1,D,13,7,7,5
05/12/09,Celtic,Aberdeen,3,0,H,1,0,H,27,3,13,1
05/12/09,Dundee United,St Mirren,3,2,H,2,0,H,10,8,4,2
05/12/09,Falkirk,Rangers,1,3,A,1,2,A,12,17,6,10
05/12/09,Hibernian,Motherwell,2,0,H,1,0,H,12,1,7,1
05/12/09,St Johnstone,Kilmarnock,0,1,A,0,1,A,16,4,9,1
06/12/09,Hamilton,Hearts,2,1,H,2,1,H,16,6,5,3
12/12/09,Aberdeen,Hamilton,1,2,A,0,1,A,8,6,4,3
12/12/09,Hearts,Dundee United,0,0,D,0,0,D,8,7,1,2
12/12/09,Kilmarnock,Hibernian,1,1,D,0,0,D,9,10,7,4
12/12/09,Motherwell,Celtic,2,3,A,2,1,H,5,22,3,13
12/12/09,Rangers,St Johnstone,3,0,H,2,0,H,17,6,10,4
12/12/09,St Mirren,Falkirk,1,1,D,0,0,D,7,8,5,5
15/12/09,Dundee United,Rangers,0,3,A,0,1,A,6,14,4,7
19/12/09,Aberdeen,Hibernian,0,2,A,0,1,A,7,3,6,3
19/12/09,Kilmarnock,Falkirk,1,2,A,1,1,D,11,13,7,5
19/12/09,Rangers,Motherwell,6,1,H,1,0,H,21,7,11,3
19/12/09,St Johnstone,St Mirren,1,0,H,1,0,H,7,7,2,3
20/12/09,Hearts,Celtic,2,1,H,1,1,D,7,17,3,10
26/12/09,Celtic,Hamilton,2,0,H,1,0,H,22,4,13,1
26/12/09,Dundee United,Kilmarnock,0,0,D,0,0,D,12,6,6,2
26/12/09,Falkirk,Hearts,0,1,A,0,1,A,12,4,6,2
26/12/09,Motherwell,St Johnstone,1,3,A,1,0,H,10,12,6,7
27/12/09,Hibernian,Rangers,1,4,A,1,2,A,8,9,5,5
30/12/09,Hearts,Motherwell,1,0,H,1,0,H,12,13,6,8
30/12/09,Rangers,Dundee United,7,1,H,3,0,H,13,14,11,7
02/01/10,Dundee United,Aberdeen,0,1,A,0,1,A,17,9,10,3
02/01/10,St Mirren,Kilmarnock,1,0,H,0,0,D,6,6,2,2
03/01/10,Celtic,Rangers,1,1,D,0,0,D,18,4,9,3
03/01/10,Hibernian,Hearts,1,1,D,0,1,A,6,9,3,3
12/01/10,St Mirren,Aberdeen,1,0,H,0,0,D,3,12,2,5
13/01/10,Hamilton,Dundee United,0,1,A,0,0,D,6,6,4,5
16/01/10,Celtic,Falkirk,1,1,D,1,1,D,17,7,6,4
16/01/10,Dundee United,Hibernian,1,0,H,1,0,H,12,11,6,3
16/01/10,Hamilton,Rangers,0,1,A,0,0,D,10,13,5,6
16/01/10,Hearts,St Mirren,1,0,H,1,0,H,9,3,4,1
16/01/10,Kilmarnock,Motherwell,0,3,A,0,0,D,11,15,5,8
23/01/10,Aberdeen,Kilmarnock,1,0,H,0,0,D,13,5,7,3
23/01/10,Hibernian,Hamilton,5,1,H,3,0,H,16,12,10,7
23/01/10,Motherwell,St Mirren,2,0,H,0,0,D,14,8,4,3
23/01/10,Rangers,Hearts,1,1,D,0,0,D,20,8,11,4
24/01/10,Falkirk,Dundee United,1,4,A,0,2,A,10,14,7,8
24/01/10,St Johnstone,Celtic,1,4,A,1,0,H,4,29,2,17
26/01/10,Hamilton,Kilmarnock,0,0,D,0,0,D,10,7,5,4
27/01/10,Celtic,Hibernian,1,2,A,1,1,D,16,7,9,4
27/01/10,Dundee United,St Johnstone,3,3,D,0,2,A,13,9,9,4
27/01/10,Falkirk,Motherwell,0,0,D,0,0,D,10,9,5,7
27/01/10,Hearts,Aberdeen,0,3,A,0,1,A,9,12,4,6
27/01/10,St Mirren,Rangers,0,2,A,0,1,A,11,20,5,15
30/01/10,Aberdeen,Motherwell,0,3,A,0,1,A,16,16,13,11
30/01/10,Hamilton,Celtic,0,1,A,0,0,D,4,13,1,6
30/01/10,Hibernian,St Mirren,2,1,H,1,1,D,11,2,7,1
30/01/10,Kilmarnock,Dundee United,4,4,D,2,3,A,13,13,8,7
30/01/10,Rangers,Falkirk,3,0,H,1,0,H,15,8,8,7
30/01/10,St Johnstone,Hearts,1,0,H,0,0,D,15,4,9,1
02/02/10,Aberdeen,Falkirk,0,1,A,0,1,A,8,10,3,6
02/02/10,Kilmarnock,Celtic,1,0,H,0,0,D,2,6,1,2
06/02/10,Motherwell,Hamilton,1,0,H,0,0,D,9,10,6,6
10/02/10,Celtic,Hearts,2,0,H,0,0,D,12,0,6,0
10/02/10,Dundee United,Hamilton,0,2,A,0,2,A,8,12,4,4
10/02/10,Falkirk,Kilmarnock,0,1,A,0,0,D,7,9,1,7
10/02/10,Hibernian,Aberdeen,2,2,D,0,2,A,13,9,6,4
10/02/10,Motherwell,Rangers,1,1,D,1,0,H,10,9,7,6
10/02/10,St Mirren,St Johnstone,1,1,D,0,1,A,13,16,8,5
13/02/10,Aberdeen,Celtic,4,4,D,2,2,D,8,18,6,15
13/02/10,Hamilton,Motherwell,0,0,D,0,0,D,16,6,10,1
13/02/10,Hearts,Falkirk,3,2,H,1,1,D,9,5,5,1
13/02/10,Kilmarnock,St Johnstone,3,2,H,1,1,D,9,8,4,5
13/02/10,St Mirren,Dundee United,1,2,A,0,0,D,12,14,4,6
14/02/10,Rangers,Hibernian,3,0,H,0,0,D,12,9,6,6
17/02/10,St Johnstone,Hibernian,5,1,H,2,0,H,14,3,10,2
20/02/10,Celtic,Dundee United,1,0,H,1,0,H,15,7,12,2
20/02/10,Falkirk,Aberdeen,3,1,H,2,1,H,13,7,9,5
20/02/10,Kilmarnock,St Mirren,1,1,D,1,0,H,11,9,4,3
20/02/10,Motherwell,Hibernian,1,0,H,0,0,D,10,4,6,2
21/02/10,Hearts,Hamilton,2,0,H,0,0,D,12,6,3,3
27/02/10,Aberdeen,Hearts,0,1,A,0,0,D,12,7,7,5
27/02/10,Dundee United,Falkirk,3,0,H,2,0,H,11,8,6,4
27/02/10,Hibernian,St Johnstone,1,1,D,1,0,H,6,10,6,7
27/02/10,Motherwell,Kilmarnock,1,0,H,0,0,D,8,5,7,3
27/02/10,St Mirren,Hamilton,0,0,D,0,0,D,7,11,5,3
28/02/10,Rangers,Celtic,1,0,H,0,0,D,14,4,11,2
06/03/10,Hamilton,Aberdeen,1,1,D,0,0,D,8,5,1,3
06/03/10,Hibernian,Kilmarnock,1,0,H,0,0,D,6,3,2,0
06/03/10,Rangers,St Mirren,3,1,H,1,1,D,25,12,16,7
06/03/10,St Johnstone,Motherwell,1,2,A,1,1,D,16,11,11,9
07/03/10,Dundee United,Hearts,1,0,H,0,0,D,19,6,7,3
07/03/10,Falkirk,Celtic,0,2,A,0,1,A,11,9,5,8
09/03/10,Kilmarnock,Rangers,0,2,A,0,0,D,7,12,5,5
09/03/10,St Mirren,Motherwell,0,0,D,0,0,D,12,7,8,3
13/03/10,Falkirk,St Johnstone,1,2,A,1,1,D,11,10,6,6
13/03/10,Hamilton,St Mirren,1,0,H,0,0,D,8,10,4,4
13/03/10,Motherwell,Hearts,3,1,H,2,0,H,10,6,7,2
16/03/10,St Johnstone,Aberdeen,1,0,H,1,0,H,17,11,13,7
20/03/10,Aberdeen,Dundee United,2,2,D,2,2,D,8,16,3,7
20/03/10,Celtic,St Johnstone,3,0,H,1,0,H,13,5,5,2
20/03/10,Hamilton,Falkirk,2,2,D,0,1,A,8,5,6,4
20/03/10,Hearts,Hibernian,2,1,H,2,0,H,19,14,10,4
23/03/10,St Johnstone,Falkirk,1,1,D,1,1,D,7,13,2,6
24/03/10,Kilmarnock,Hamilton,1,2,A,0,2,A,7,10,4,6
24/03/10,St Mirren,Celtic,4,0,H,1,0,H,10,9,7,6
27/03/10,Aberdeen,St Mirren,2,1,H,1,0,H,14,10,9,7
27/03/10,Celtic,Kilmarnock,3,1,H,1,0,H,22,2,13,1
27/03/10,Dundee United,Motherwell,3,0,H,2,0,H,4,8,3,2
27/03/10,Falkirk,Hibernian,1,3,A,1,3,A,16,13,6,6
27/03/10,Hamilton,St Johnstone,1,0,H,1,0,H,7,3,2,2
27/03/10,Hearts,Rangers,1,4,A,1,2,A,10,8,6,7
30/03/10,St Johnstone,Rangers,4,1,H,3,1,H,15,9,9,6
31/03/10,Hibernian,Dundee United,2,4,A,1,2,A,7,5,2,3
03/04/10,Motherwell,Falkirk,0,1,A,0,1,A,12,7,8,4
03/04/10,Rangers,Hamilton,1,0,H,1,0,H,18,8,7,2
03/04/10,St Mirren,Hearts,1,1,D,1,0,H,6,5,3,2
04/04/10,Hibernian,Celtic,0,1,A,0,0,D,9,10,4,6
04/04/10,Kilmarnock,Aberdeen,2,0,H,1,0,H,13,7,6,2
05/04/10,St Johnstone,Dundee United,0,1,A,0,0,D,10,3,4,3
07/04/10,Rangers,Aberdeen,3,1,H,1,0,H,6,5,3,2
10/04/10,Falkirk,St Mirren,2,1,H,1,0,H,10,7,5,4
10/04/10,Hamilton,Hibernian,4,1,H,1,1,D,5,7,4,4
10/04/10,Hearts,Kilmarnock,1,0,H,1,0,H,13,7,5,3
11/04/10,Aberdeen,St Johnstone,1,3,A,1,2,A,8,5,4,4
13/04/10,Celtic,Motherwell,2,1,H,0,0,D,15,7,8,5
14/04/10,Dundee United,Rangers,0,0,D,0,0,D,6,16,2,7
17/04/10,Aberdeen,Falkirk,1,0,H,1,0,H,7,2,4,1
17/04/10,Celtic,Hibernian,3,2,H,1,1,D,20,7,9,4
17/04/10,Hamilton,Kilmarnock,3,0,H,0,0,D,12,2,9,2
17/04/10,St Johnstone,St Mirren,2,2,D,0,1,A,9,9,3,4
18/04/10,Motherwell,Dundee United,2,3,A,1,2,A,13,6,5,5
18/04/10,Rangers,Hearts,2,0,H,0,0,D,12,7,5,3
24/04/10,Falkirk,Hamilton,0,1,A,0,1,A,9,5,3,2
24/04/10,Hearts,Motherwell,0,2,A,0,2,A,9,15,5,11
24/04/10,St Johnstone,Aberdeen,1,1,D,0,1,A,19,8,10,3
24/04/10,St Mirren,Kilmarnock,1,0,H,0,0,D,7,7,3,1
25/04/10,Dundee United,Celtic,0,2,A,0,1,A,9,14,6,6
25/04/10,Hibernian,Rangers,0,1,A,0,1,A,11,13,5,5
01/05/10,Aberdeen,Hamilton,1,3,A,0,1,A,6,18,4,10
01/05/10,Celtic,Motherwell,4,0,H,0,0,D,12,5,6,3
01/05/10,Dundee United,Rangers,1,2,A,0,2,A,6,7,1,6
01/05/10,Falkirk,St Mirren,1,1,D,1,0,H,5,6,2,2
01/05/10,Hibernian,Hearts,1,2,A,0,0,D,5,8,4,4
01/05/10,Kilmarnock,St Johnstone,1,2,A,1,1,D,7,9,3,3
04/05/10,Celtic,Rangers,2,1,H,2,1,H,8,9,3,3
05/05/10,Aberdeen,Kilmarnock,1,2,A,1,0,H,10,11,5,7
05/05/10,Falkirk,St Johnstone,0,0,D,0,0,D,10,4,5,1
05/05/10,Hamilton,St Mirren,0,0,D,0,0,D,16,7,5,6
05/05/10,Hearts,Dundee United,0,0,D,0,0,D,5,4,1,1
05/05/10,Motherwell,Hibernian,6,6,D,2,4,A,17,12,12,8
08/05/10,Kilmarnock,Falkirk,0,0,D,0,0,D,4,5,2,0
08/05/10,St Johnstone,Hamilton,2,3,A,0,2,A,13,10,8,6
08/05/10,St Mirren,Aberdeen,0,1,A,0,1,A,11,7,7,4
09/05/10,Dundee United,Hibernian,0,2,A,0,1,A,8,10,4,8
09/05/10,Hearts,Celtic,1,2,A,1,1,D,13,6,7,3
09/05/10,Rangers,Motherwell,3,3,D,2,0,H,20,11,10,5
