Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST
23/10/11,Celtic,Aberdeen,2,1,H,1,0,H,15,2,7,1
23/10/11,Hearts,Rangers,0,2,A,0,1,A,16,7,12,4
29/10/11,Aberdeen,Rangers,1,2,A,0,0,D,7,9,5,5
29/10/11,Celtic,Hibernian,0,0,D,0,0,D,8,9,4,4
29/10/11,Dunfermline,Dundee United,1,4,A,0,2,A,6,15,3,9
29/10/11,Hearts,Kilmarnock,0,1,A,0,0,D,19,8,6,3
29/10/11,Inverness C,Motherwell,2,3,A,1,1,D,12,5,7,3
29/10/11,St Johnstone,St Mirren,0,1,A,0,0,D,9,13,3,4
05/11/11,Hibernian,Dunfermline,0,1,A,0,1,A,7,3,4,2
05/11/11,Kilmarnock,Inverness C,3,6,A,1,1,D,4,13,3,10
05/11/11,Rangers,Dundee United,3,1,H,1,0,H,8,5,5,2
05/11/11,St Mirren,Hearts,0,0,D,0,0,D,12,12,6,5
06/11/11,Motherwell,Celtic,1,2,A,1,1,D,4,5,3,4
19/11/11,Aberdeen,Motherwell,1,2,A,1,1,D,11,3,3,2
19/11/11,Dundee United,Hearts,1,0,H,1,0,H,4,7,1,3
19/11/11,Hibernian,Kilmarnock,1,1,D,0,1,A,7,16,5,10
19/11/11,Inverness C,Celtic,0,2,A,0,0,D,4,9,3,5
19/11/11,Rangers,St Johnstone,0,0,D,0,0,D,9,5,7,2
19/11/11,St Mirren,Dunfermline,2,1,H,2,0,H,16,7,8,3
23/11/11,Celtic,Dunfermline,2,1,H,2,0,H,16,6,7,2
26/11/11,Celtic,St Mirren,5,0,H,2,0,H,14,4,10,0
26/11/11,Dunfermline,Aberdeen,3,3,D,0,1,A,6,10,5,3
26/11/11,Hearts,Inverness C,2,1,H,0,0,D,14,7,12,2
26/11/11,Motherwell,Dundee United,0,0,D,0,0,D,5,9,4,7
26/11/11,St Johnstone,Hibernian,3,1,H,2,1,H,10,7,4,2
27/11/11,Kilmarnock,Rangers,1,0,H,0,0,D,8,10,6,6
03/12/11,Hearts,St Johnstone,1,2,A,0,1,A,7,4,4,1
03/12/11,Kilmarnock,Aberdeen,2,0,H,1,0,H,3,3,3,2
03/12/11,Rangers,Dunfermline,2,1,H,2,1,H,18,7,7,2
03/12/11,St Mirren,Inverness C,1,2,A,1,1,D,8,12,4,5
04/12/11,Dundee United,Celtic,0,1,A,0,1,A,4,12,1,4
10/12/11,Aberdeen,St Mirren,2,2,D,2,1,H,8,8,3,4
10/12/11,Celtic,Hearts,1,0,H,0,0,D,8,4,5,1
10/12/11,Hibernian,Rangers,0,2,A,0,0,D,8,4,4,2
10/12/11,Inverness C,Dundee United,2,3,A,1,0,H,7,4,4,2
10/12/11,St Johnstone,Motherwell,0,3,A,0,2,A,10,7,1,4
13/12/11,St Johnstone,Aberdeen,1,2,A,0,1,A,12,7,8,4
17/12/11,Aberdeen,Hibernian,1,0,H,0,0,D,3,13,1,9
17/12/11,Hearts,Dunfermline,4,0,H,2,0,H,16,8,8,2
17/12/11,Kilmarnock,Dundee United,1,1,D,0,0,D,9,19,4,7
17/12/11,Motherwell,St Mirren,1,1,D,0,0,D,11,16,8,10
17/12/11,Rangers,Inverness C,2,1,H,0,0,D,15,11,8,5
18/12/11,St Johnstone,Celtic,0,2,A,0,0,D,4,18,3,11
24/12/11,Celtic,Kilmarnock,2,1,H,1,0,H,10,5,4,2
24/12/11,Dundee United,Hibernian,3,1,H,0,1,A,7,4,4,3
24/12/11,Dunfermline,St Johnstone,0,3,A,0,1,A,1,10,0,5
24/12/11,Hearts,Motherwell,2,0,H,2,0,H,18,3,9,1
24/12/11,Inverness C,Aberdeen,2,1,H,0,0,D,11,5,5,2
24/12/11,St Mirren,Rangers,2,1,H,2,1,H,9,6,5,1
28/12/11,Aberdeen,Hearts,0,0,D,0,0,D,6,3,1,2
28/12/11,Celtic,Rangers,1,0,H,0,0,D,14,6,9,2
28/12/11,Hibernian,Inverness C,1,1,D,1,1,D,5,8,2,3
28/12/11,St Johnstone,Kilmarnock,2,0,H,2,0,H,12,13,8,6
28/12/11,St Mirren,Dundee United,2,2,D,2,2,D,13,12,7,9
02/01/12,Dundee United,Aberdeen,1,2,A,1,0,H,12,7,9,4
02/01/12,Dunfermline,Celtic,0,3,A,0,2,A,3,8,0,3
02/01/12,Hibernian,Hearts,1,3,A,0,0,D,7,14,2,8
02/01/12,Kilmarnock,St Mirren,2,1,H,1,1,D,8,10,4,4
02/01/12,Rangers,Motherwell,3,0,H,1,0,H,14,4,10,2
14/01/12,Aberdeen,Kilmarnock,0,0,D,0,0,D,7,6,1,3
14/01/12,Celtic,Dundee United,2,1,H,2,0,H,11,5,8,3
14/01/12,Dunfermline,Hibernian,2,3,A,1,1,D,10,9,6,8
14/01/12,Hearts,St Mirren,5,2,H,2,2,D,8,10,5,5
14/01/12,Motherwell,Inverness C,0,1,A,0,0,D,9,10,2,5
14/01/12,St Johnstone,Rangers,1,2,A,0,1,A,6,18,1,11
21/01/12,Dundee United,Motherwell,1,1,D,1,0,H,11,9,4,6
21/01/12,Hibernian,St Johnstone,2,3,A,0,1,A,10,9,3,3
21/01/12,Inverness C,Hearts,1,0,H,0,0,D,9,8,5,3
21/01/12,Kilmarnock,Dunfermline,0,3,A,0,1,A,10,8,2,6
21/01/12,Rangers,Aberdeen,1,1,D,0,0,D,18,7,8,5
21/01/12,St Mirren,Celtic,0,2,A,0,0,D,15,6,6,4
24/01/12,Motherwell,Dunfermline,3,1,H,1,0,H,6,9,4,5
28/01/12,Aberdeen,Dunfermline,1,0,H,1,0,H,16,3,7,3
28/01/12,Inverness C,St Mirren,0,0,D,0,0,D,11,9,2,6
28/01/12,Motherwell,St Johnstone,3,2,H,1,1,D,11,17,6,12
28/01/12,Rangers,Hibernian,4,0,H,1,0,H,19,9,8,5
07/02/12,Dunfermline,Kilmarnock,1,1,D,1,1,D,6,10,3,6
08/02/12,Hearts,Celtic,0,4,A,0,3,A,7,12,3,4
11/02/12,Celtic,Inverness C,1,0,H,1,0,H,6,3,4,0
11/02/12,Dunfermline,Rangers,1,4,A,1,2,A,6,13,4,7
11/02/12,Hibernian,Aberdeen,0,0,D,0,0,D,8,5,3,2
11/02/12,Kilmarnock,Hearts,1,1,D,0,0,D,5,8,2,3
11/02/12,St Johnstone,Dundee United,1,5,A,0,1,A,8,11,2,5
11/02/12,St Mirren,Motherwell,0,0,D,0,0,D,9,5,2,2
18/02/12,Dundee United,St Mirren,0,0,D,0,0,D,6,3,2,1
18/02/12,Dunfermline,Inverness C,1,1,D,1,0,H,8,9,2,3
18/02/12,Motherwell,Hearts,3,0,H,2,0,H,13,12,8,6
18/02/12,Rangers,Kilmarnock,0,1,A,0,1,A,12,7,7,1
19/02/12,Aberdeen,St Johnstone,0,0,D,0,0,D,12,7,2,3
19/02/12,Hibernian,Celtic,0,5,A,0,2,A,9,12,1,9
21/02/12,Dundee United,Kilmarnock,4,0,H,0,0,D,24,4,12,3
22/02/12,Celtic,Dunfermline,2,0,H,1,0,H,27,3,16,3
22/02/12,Motherwell,Hibernian,4,3,H,0,1,A,15,10,10,6
25/02/12,Celtic,Motherwell,1,0,H,0,0,D,12,2,7,1
25/02/12,Hearts,Dundee United,0,2,A,0,1,A,7,6,5,3
25/02/12,Kilmarnock,Hibernian,1,3,A,0,1,A,5,7,2,5
25/02/12,St Johnstone,Dunfermline,3,1,H,2,0,H,18,4,9,1
25/02/12,St Mirren,Aberdeen,1,1,D,0,0,D,6,13,4,5
26/02/12,Inverness C,Rangers,1,4,A,1,3,A,7,15,3,11
03/03/12,Aberdeen,Celtic,1,1,D,1,1,D,8,7,3,5
03/03/12,Dunfermline,Motherwell,0,2,A,0,0,D,7,7,5,4
03/03/12,Hibernian,St Mirren,0,0,D,0,0,D,12,6,7,3
03/03/12,Kilmarnock,St Johnstone,0,0,D,0,0,D,8,9,2,3
03/03/12,Rangers,Hearts,1,2,A,1,0,H,8,4,5,2
05/03/12,Dundee United,Inverness C,3,0,H,1,0,H,9,11,5,5
10/03/12,Inverness C,Kilmarnock,1,1,D,0,1,A,17,3,8,1
17/03/12,Dundee United,Rangers,2,1,H,1,0,H,8,12,4,8
17/03/12,Motherwell,Aberdeen,1,0,H,1,0,H,8,11,6,4
17/03/12,St Mirren,St Johnstone,0,3,A,0,1,A,7,10,4,7
18/03/12,Hearts,Hibernian,2,0,H,1,0,H,10,6,7,3
24/03/12,Aberdeen,Inverness C,0,1,A,0,1,A,9,9,3,3
24/03/12,Dunfermline,St Mirren,1,1,D,0,1,A,8,11,5,3
24/03/12,Hibernian,Dundee United,0,2,A,0,0,D,4,11,2,6
24/03/12,Kilmarnock,Motherwell,2,0,H,0,0,D,15,5,9,2
24/03/12,St Johnstone,Hearts,2,1,H,1,1,D,6,6,5,2
25/03/12,Rangers,Celtic,3,2,H,1,0,H,17,7,11,3
28/03/12,Inverness C,St Johnstone,0,1,A,0,1,A,6,6,2,1
31/03/12,Dundee United,Dunfermline,3,0,H,0,0,D,9,1,6,0
31/03/12,Hearts,Aberdeen,3,0,H,1,0,H,6,6,4,0
31/03/12,Motherwell,Rangers,1,2,A,1,1,D,10,15,7,8
31/03/12,St Mirren,Kilmarnock,4,2,H,1,1,D,9,9,8,3
01/04/12,Celtic,St Johnstone,2,0,H,0,0,D,14,4,8,0
01/04/12,Inverness C,Hibernian,2,3,A,0,0,D,7,5,3,5
07/04/12,Aberdeen,Dundee United,3,1,H,1,1,D,10,4,8,1
07/04/12,Dunfermline,Hearts,1,2,A,0,0,D,7,7,4,6
07/04/12,Kilmarnock,Celtic,0,6,A,0,4,A,4,12,2,9
07/04/12,Rangers,St Mirren,3,1,H,2,0,H,7,7,4,5
07/04/12,St Johnstone,Inverness C,0,0,D,0,0,D,9,6,5,3
08/04/12,Hibernian,Motherwell,1,1,D,1,0,H,13,10,5,4
21/04/12,Hearts,Rangers,0,3,A,0,2,A,8,6,4,5
21/04/12,Inverness C,Aberdeen,0,2,A,0,0,D,11,5,4,1
21/04/12,St Johnstone,Dundee United,0,2,A,0,1,A,6,13,6,6
21/04/12,St Mirren,Dunfermline,4,4,D,2,1,H,15,15,6,9
22/04/12,Hibernian,Kilmarnock,0,1,A,0,1,A,10,1,3,0
22/04/12,Motherwell,Celtic,0,3,A,0,0,D,12,18,7,10
28/04/12,Dundee United,Hearts,2,2,D,1,1,D,9,12,5,5
28/04/12,Dunfermline,Aberdeen,3,0,H,0,0,D,5,5,4,3
28/04/12,Kilmarnock,Inverness C,4,3,H,1,2,A,11,7,5,4
28/04/12,Motherwell,St Johnstone,5,1,H,2,0,H,13,10,10,6
29/04/12,Celtic,Rangers,3,0,H,2,0,H,13,8,8,4
29/04/12,St Mirren,Hibernian,1,0,H,0,0,D,8,14,4,7
01/05/12,Hearts,Motherwell,0,1,A,0,1,A,12,7,3,5
02/05/12,Aberdeen,Hibernian,1,2,A,0,2,A,10,10,3,5
02/05/12,Inverness C,Dunfermline,0,0,D,0,0,D,10,5,5,3
02/05/12,Kilmarnock,St Mirren,0,2,A,0,2,A,13,8,4,5
02/05/12,Rangers,Dundee United,5,0,H,3,0,H,16,5,10,3
03/05/12,Celtic,St Johnstone,1,0,H,1,0,H,11,6,6,1
05/05/12,Kilmarnock,Aberdeen,1,1,D,0,1,A,9,15,6,8
05/05/12,Rangers,Motherwell,0,0,D,0,0,D,16,5,9,2
05/05/12,St Mirren,Inverness C,0,1,A,0,0,D,7,6,3,3
06/05/12,Dundee United,Celtic,1,0,H,1,0,H,1,6,1,5
06/05/12,Hearts,St Johnstone,2,0,H,1,0,H,13,6,5,1
07/05/12,Hibernian,Dunfermline,4,0,H,3,0,H,9,12,5,8
12/05/12,Aberdeen,St Mirren,0,0,D,0,0,D,5,3,4,2
12/05/12,Dunfermline,Kilmarnock,1,2,A,1,0,H,5,19,4,9
12/05/12,Inverness C,Hibernian,2,0,H,0,0,D,8,3,3,3
13/05/12,Celtic,Hearts,5,0,H,3,0,H,12,3,8,2
13/05/12,Motherwell,Dundee United,0,2,A,0,1,A,10,16,2,7
13/05/12,St Johnstone,Rangers,0,4,A,0,1,A,6,17,2,11
