Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
SC0,10/04/2021,15:00,Celtic,Livingston,6,0,H,2,0,H,N Walsh,18,4,11,2,10,11,6,1,0,0,0,0
SC0,10/04/2021,15:00,Hamilton,Dundee United,0,1,A,0,1,A,B Madden,27,13,6,4,7,9,10,3,1,2,0,0
SC0,10/04/2021,15:00,Kilmarnock,Ross County,2,2,D,2,1,H,W Collum,14,13,6,4,14,17,6,1,3,3,0,0
SC0,10/04/2021,15:00,Motherwell,St Mirren,1,0,H,0,0,D,K Clancy,11,15,3,7,14,6,5,4,1,3,0,0
SC0,10/04/2021,15:00,St Johnstone,Aberdeen,0,1,A,0,0,D,J Beaton,15,9,3,3,11,13,7,5,1,2,0,0
SC0,11/04/2021,15:00,Rangers,Hibernian,2,1,H,1,0,H,D Robertson,12,9,4,5,11,13,3,6,3,1,0,0
SC0,21/04/2021,18:00,Hamilton,Motherwell,0,1,A,0,1,A,K Clancy,5,12,1,3,11,16,4,6,2,1,1,0
SC0,21/04/2021,18:00,Hibernian,Livingston,2,1,H,2,0,H,C Napier,11,9,6,2,9,14,6,4,3,3,0,0
SC0,21/04/2021,19:00,St Johnstone,Rangers,1,1,D,0,0,D,E Anderson,11,6,3,2,8,16,4,6,3,4,0,0
SC0,21/04/2021,19:45,Aberdeen,Celtic,1,1,D,1,0,H,W Collum,9,23,4,6,7,5,4,10,0,1,0,0
SC0,21/04/2021,19:45,Kilmarnock,Dundee United,3,0,H,3,0,H,A Muir,16,13,5,5,16,21,5,4,1,2,0,0
SC0,21/04/2021,19:45,Ross County,St Mirren,1,3,A,1,0,H,B Madden,12,15,3,5,12,11,7,4,1,0,0,0
SC0,01/05/2021,15:00,Dundee United,Ross County,0,2,A,0,2,A,K Clancy,2,12,0,6,11,17,3,4,0,3,0,0
SC0,01/05/2021,15:00,Hibernian,St Johnstone,0,1,A,0,1,A,G Aitken,8,6,2,2,15,12,4,2,3,2,0,0
SC0,01/05/2021,15:00,Livingston,Aberdeen,1,2,A,0,0,D,G Irvine,13,12,5,8,11,16,4,3,4,4,0,0
SC0,01/05/2021,15:00,Motherwell,Kilmarnock,2,0,H,0,0,D,B Madden,11,18,2,4,14,10,4,6,3,1,0,0
SC0,01/05/2021,15:00,St Mirren,Hamilton,1,2,A,0,1,A,J Beaton,11,12,3,3,13,9,6,4,2,1,0,0
SC0,02/05/2021,12:00,Rangers,Celtic,4,1,H,2,1,H,N Walsh,18,12,9,3,10,14,5,9,1,1,0,1
SC0,12/05/2021,18:00,Dundee United,Motherwell,2,2,D,2,0,H,D Dickinson,10,9,4,4,9,10,4,7,1,3,0,0
SC0,12/05/2021,18:00,Livingston,Rangers,0,3,A,0,1,A,D Robertson,9,11,2,5,13,10,1,5,2,2,0,0
SC0,12/05/2021,18:30,Celtic,St Johnstone,4,0,H,2,0,H,B Madden,19,7,11,1,9,3,5,1,0,0,0,0
SC0,12/05/2021,19:45,Aberdeen,Hibernian,0,1,A,0,1,A,J Beaton,14,8,4,4,9,9,6,1,2,1,0,0
SC0,12/05/2021,19:45,Kilmarnock,St Mirren,3,3,D,1,0,H,D Munro,19,12,8,3,7,14,8,5,2,1,0,0
SC0,12/05/2021,19:45,Ross County,Hamilton,2,1,H,1,1,D,W Collum,8,10,2,2,16,14,0,8,3,2,0,0
SC0,15/05/2021,12:30,Hibernian,Celtic,0,0,D,0,0,D,W Collum,6,17,0,9,13,9,1,6,1,2,0,0
SC0,15/05/2021,12:30,Rangers,Aberdeen,4,0,H,2,0,H,N Walsh,9,11,4,4,10,5,6,3,1,0,0,0
SC0,15/05/2021,12:30,St Johnstone,Livingston,0,0,D,0,0,D,C Napier,5,2,1,2,5,13,4,1,1,1,0,0
SC0,16/05/2021,12:00,Hamilton,Kilmarnock,0,2,A,0,2,A,K Clancy,9,8,1,4,14,16,6,4,1,4,0,0
SC0,16/05/2021,12:00,Motherwell,Ross County,1,2,A,1,0,H,S McLean,7,10,1,2,9,14,3,4,3,3,0,0
SC0,16/05/2021,12:00,St Mirren,Dundee United,0,0,D,0,0,D,E Anderson,13,11,1,3,8,11,6,4,1,2,0,1
