Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST
06/11/04,Dunfermline,Inverness C,1,1,D,1,0,H,5,13,2,2
06/11/04,Hibernian,Motherwell,1,0,H,0,0,D,9,9,3,4
07/11/04,Aberdeen,Hearts,0,1,A,0,0,D,3,5,0,2
07/11/04,Livingston,Rangers,1,4,A,0,1,A,5,18,3,9
13/11/04,Aberdeen,Dunfermline,2,1,H,1,0,H,9,6,6,4
13/11/04,Celtic,Inverness C,3,0,H,1,0,H,14,9,8,5
13/11/04,Dundee United,Livingston,1,0,H,0,0,D,12,7,7,4
13/11/04,Kilmarnock,Hearts,1,1,D,1,0,H,7,13,6,7
13/11/04,Motherwell,Dundee,3,0,H,1,0,H,12,8,7,4
14/11/04,Hibernian,Rangers,0,1,A,0,0,D,19,3,10,1
20/11/04,Dundee,Hibernian,1,4,A,0,2,A,15,17,5,10
20/11/04,Dunfermline,Kilmarnock,4,1,H,2,0,H,10,4,10,2
20/11/04,Hearts,Motherwell,0,1,A,0,1,A,10,11,7,8
20/11/04,Livingston,Aberdeen,0,2,A,0,2,A,2,9,2,6
20/11/04,Rangers,Celtic,2,0,H,2,0,H,15,7,8,4
23/11/04,Inverness C,Dundee United,1,1,D,0,0,D,9,9,5,4
27/11/04,Aberdeen,Dundee United,1,0,H,1,0,H,4,6,2,3
27/11/04,Hibernian,Inverness C,2,1,H,1,1,D,9,5,2,1
27/11/04,Kilmarnock,Livingston,1,3,A,1,2,A,5,9,2,5
27/11/04,Motherwell,Dunfermline,2,1,H,1,0,H,13,10,5,6
28/11/04,Dundee,Celtic,2,2,D,1,0,H,9,11,6,8
28/11/04,Rangers,Hearts,3,2,H,1,1,D,12,5,7,2
04/12/04,Aberdeen,Kilmarnock,3,2,H,2,2,D,11,5,5,3
04/12/04,Celtic,Hibernian,2,1,H,1,0,H,9,7,6,5
04/12/04,Dundee United,Motherwell,0,1,A,0,1,A,11,12,7,8
04/12/04,Hearts,Dunfermline,3,0,H,1,0,H,11,6,7,3
04/12/04,Livingston,Dundee,1,0,H,1,0,H,9,5,3,3
05/12/04,Inverness C,Rangers,1,1,D,1,0,H,6,10,4,5
11/12/04,Dundee United,Kilmarnock,3,0,H,2,0,H,13,9,7,5
11/12/04,Hibernian,Aberdeen,2,1,H,1,1,D,16,11,7,4
11/12/04,Inverness C,Hearts,1,1,D,0,0,D,11,4,3,2
11/12/04,Motherwell,Livingston,2,0,H,1,0,H,9,6,5,3
11/12/04,Rangers,Dundee,3,0,H,2,0,H,23,8,15,5
12/12/04,Dunfermline,Celtic,0,2,A,0,2,A,8,11,4,7
18/12/04,Celtic,Dundee United,1,0,H,1,0,H,19,6,9,4
18/12/04,Dundee,Aberdeen,1,0,H,0,0,D,6,18,3,12
18/12/04,Hibernian,Dunfermline,2,1,H,0,0,D,15,7,7,3
18/12/04,Motherwell,Inverness C,1,2,A,0,2,A,6,9,3,5
19/12/04,Kilmarnock,Rangers,0,1,A,0,1,A,5,9,3,4
26/12/04,Hearts,Celtic,0,2,A,0,1,A,6,14,2,6
27/12/04,Aberdeen,Inverness C,0,0,D,0,0,D,9,9,1,6
27/12/04,Dundee United,Hibernian,1,4,A,1,2,A,11,14,5,10
27/12/04,Dunfermline,Livingston,0,0,D,0,0,D,8,3,4,1
27/12/04,Kilmarnock,Dundee,3,1,H,2,1,H,15,5,9,5
27/12/04,Rangers,Motherwell,4,1,H,2,0,H,16,11,9,5
01/01/05,Dundee United,Rangers,1,1,D,1,0,H,6,10,5,6
01/01/05,Dunfermline,Dundee,3,1,H,2,1,H,13,9,7,3
02/01/05,Celtic,Livingston,2,1,H,1,1,D,8,4,5,2
02/01/05,Hibernian,Hearts,1,1,D,1,0,H,18,14,7,6
03/01/05,Inverness C,Kilmarnock,0,2,A,0,0,D,10,9,5,3
03/01/05,Motherwell,Aberdeen,0,0,D,0,0,D,9,10,4,6
15/01/05,Dundee,Inverness C,3,1,H,1,0,H,4,22,2,11
15/01/05,Hearts,Dundee United,3,2,H,1,1,D,10,8,5,5
15/01/05,Kilmarnock,Motherwell,2,0,H,2,0,H,12,16,10,5
15/01/05,Livingston,Hibernian,0,2,A,0,0,D,12,13,7,9
15/01/05,Rangers,Dunfermline,3,0,H,2,0,H,12,9,7,6
16/01/05,Aberdeen,Celtic,0,1,A,0,1,A,2,10,1,4
22/01/05,Celtic,Motherwell,2,0,H,1,0,H,7,4,6,1
22/01/05,Dundee,Hearts,1,1,D,0,0,D,12,13,8,7
22/01/05,Dunfermline,Dundee United,1,1,D,1,0,H,23,6,15,4
22/01/05,Hibernian,Kilmarnock,3,0,H,2,0,H,13,9,8,6
22/01/05,Livingston,Inverness C,1,4,A,1,2,A,9,15,4,13
23/01/05,Aberdeen,Rangers,1,2,A,1,2,A,8,7,2,4
25/01/05,Livingston,Hearts,1,2,A,0,0,D,5,15,3,8
29/01/05,Dundee United,Dundee,2,2,D,1,0,H,11,11,7,8
29/01/05,Hearts,Aberdeen,1,0,H,0,0,D,10,9,4,4
29/01/05,Inverness C,Dunfermline,2,0,H,1,0,H,10,4,4,2
29/01/05,Rangers,Livingston,3,0,H,1,0,H,17,6,12,4
30/01/05,Kilmarnock,Celtic,0,1,A,0,1,A,5,12,3,7
12/02/05,Dundee,Motherwell,2,1,H,1,1,D,10,23,4,14
12/02/05,Dunfermline,Aberdeen,2,1,H,0,0,D,10,11,8,6
12/02/05,Hearts,Kilmarnock,3,0,H,2,0,H,16,7,10,3
12/02/05,Livingston,Dundee United,0,2,A,0,2,A,5,7,1,4
12/02/05,Rangers,Hibernian,3,0,H,1,0,H,23,9,15,6
15/02/05,Motherwell,Hibernian,1,1,D,1,0,H,7,3,4,1
19/02/05,Aberdeen,Livingston,2,0,H,1,0,H,6,5,3,2
19/02/05,Dundee United,Inverness C,1,1,D,1,1,D,9,13,5,6
19/02/05,Hibernian,Dundee,4,0,H,1,0,H,16,10,11,3
19/02/05,Kilmarnock,Dunfermline,2,1,H,2,1,H,14,12,6,6
19/02/05,Motherwell,Hearts,2,0,H,2,0,H,9,3,5,2
20/02/05,Celtic,Rangers,0,2,A,0,0,D,6,12,6,5
26/02/05,Rangers,Kilmarnock,2,1,H,2,0,H,13,3,8,1
02/03/05,Celtic,Dundee,3,0,H,0,0,D,24,3,12,1
02/03/05,Dundee United,Aberdeen,1,2,A,0,2,A,14,8,9,8
02/03/05,Dunfermline,Motherwell,0,0,D,0,0,D,8,6,3,2
02/03/05,Hearts,Rangers,1,2,A,0,0,D,5,6,4,2
02/03/05,Inverness C,Hibernian,3,0,H,1,0,H,14,3,7,0
02/03/05,Livingston,Kilmarnock,3,1,H,1,1,D,6,3,4,1
05/03/05,Dundee,Livingston,0,1,A,0,0,D,4,8,1,3
05/03/05,Dunfermline,Hearts,1,1,D,1,0,H,11,10,7,7
05/03/05,Kilmarnock,Aberdeen,0,1,A,0,0,D,7,13,2,7
05/03/05,Motherwell,Dundee United,2,0,H,1,0,H,12,6,6,3
05/03/05,Rangers,Inverness C,1,1,D,0,0,D,12,9,6,4
06/03/05,Hibernian,Celtic,1,3,A,0,2,A,8,11,6,6
12/03/05,Aberdeen,Hibernian,3,0,H,2,0,H,4,11,2,8
12/03/05,Celtic,Dunfermline,6,0,H,1,0,H,13,2,11,1
12/03/05,Hearts,Inverness C,0,2,A,0,0,D,8,8,4,4
12/03/05,Kilmarnock,Dundee United,3,0,H,1,0,H,8,6,7,3
12/03/05,Livingston,Motherwell,1,1,D,0,1,A,4,11,3,11
13/03/05,Dundee,Rangers,0,2,A,0,0,D,4,10,2,7
16/03/05,Inverness C,Celtic,0,2,A,0,0,D,7,7,2,3
19/03/05,Aberdeen,Dundee,1,1,D,0,0,D,8,5,4,2
19/03/05,Dundee United,Celtic,2,3,A,1,2,A,13,17,11,14
19/03/05,Dunfermline,Hibernian,1,4,A,1,0,H,8,11,4,6
19/03/05,Hearts,Livingston,3,1,H,1,1,D,11,4,9,3
02/04/05,Celtic,Hearts,0,2,A,0,2,A,11,7,7,3
02/04/05,Dundee,Kilmarnock,1,0,H,0,0,D,4,11,2,6
02/04/05,Hibernian,Dundee United,3,2,H,1,0,H,14,10,6,8
02/04/05,Inverness C,Aberdeen,0,1,A,0,1,A,16,5,8,2
02/04/05,Livingston,Dunfermline,1,1,D,0,0,D,8,14,3,6
03/04/05,Motherwell,Rangers,2,3,A,0,2,A,8,8,5,3
09/04/05,Aberdeen,Motherwell,1,3,A,1,2,A,9,5,2,2
09/04/05,Dundee,Dunfermline,2,1,H,0,1,A,6,7,4,3
09/04/05,Kilmarnock,Inverness C,0,1,A,0,1,A,9,10,5,8
12/04/05,Inverness C,Motherwell,1,0,H,1,0,H,15,6,7,4
12/04/05,Rangers,Dundee United,0,1,A,0,1,A,23,4,15,3
13/04/05,Hearts,Hibernian,1,2,A,1,0,H,10,9,6,5
13/04/05,Livingston,Celtic,0,4,A,0,1,A,5,7,2,6
16/04/05,Celtic,Aberdeen,3,2,H,1,2,A,9,4,7,2
16/04/05,Dundee United,Hearts,2,1,H,1,1,D,11,14,9,8
16/04/05,Hibernian,Livingston,0,3,A,0,0,D,10,13,3,8
16/04/05,Inverness C,Dundee,3,2,H,2,0,H,18,8,7,4
16/04/05,Motherwell,Kilmarnock,1,1,D,0,1,A,2,4,2,2
17/04/05,Dunfermline,Rangers,0,1,A,0,1,A,6,10,3,3
23/04/05,Dundee United,Livingston,1,1,D,1,0,H,15,7,9,5
23/04/05,Dunfermline,Inverness C,0,0,D,0,0,D,13,6,4,3
23/04/05,Hibernian,Hearts,2,2,D,1,1,D,14,8,7,5
23/04/05,Kilmarnock,Dundee,1,0,H,0,0,D,9,4,5,1
23/04/05,Motherwell,Aberdeen,0,1,A,0,1,A,9,7,4,2
24/04/05,Rangers,Celtic,1,2,A,0,2,A,21,11,11,6
30/04/05,Celtic,Hibernian,1,3,A,0,1,A,11,6,4,5
30/04/05,Dundee,Dundee United,1,2,A,0,0,D,11,9,6,4
30/04/05,Hearts,Motherwell,0,0,D,0,0,D,17,7,8,4
30/04/05,Inverness C,Kilmarnock,1,2,A,1,1,D,13,4,5,3
30/04/05,Livingston,Dunfermline,2,0,H,1,0,H,8,8,5,4
01/05/05,Aberdeen,Rangers,1,3,A,1,2,A,7,11,2,8
07/05/05,Dundee United,Kilmarnock,1,1,D,1,0,H,13,10,9,5
07/05/05,Dunfermline,Dundee,5,0,H,4,0,H,8,10,7,6
07/05/05,Inverness C,Livingston,0,1,A,0,1,A,11,4,5,4
07/05/05,Motherwell,Hibernian,2,2,D,1,0,H,14,13,6,7
07/05/05,Rangers,Hearts,2,1,H,2,0,H,15,3,10,2
08/05/05,Celtic,Aberdeen,2,0,H,0,0,D,13,5,8,3
14/05/05,Dundee,Inverness C,1,1,D,0,0,D,11,15,6,4
14/05/05,Hibernian,Aberdeen,1,2,A,0,1,A,10,12,7,6
14/05/05,Kilmarnock,Livingston,2,0,H,0,0,D,15,4,5,1
14/05/05,Rangers,Motherwell,4,1,H,2,0,H,18,3,11,0
15/05/05,Dundee United,Dunfermline,0,1,A,0,0,D,10,5,5,2
15/05/05,Hearts,Celtic,1,2,A,0,1,A,4,9,3,6
21/05/05,Inverness C,Dundee United,0,1,A,0,0,D,8,4,3,3
21/05/05,Kilmarnock,Dunfermline,4,0,H,1,0,H,13,3,7,1
21/05/05,Livingston,Dundee,1,1,D,1,1,D,6,8,4,4
22/05/05,Aberdeen,Hearts,2,0,H,1,0,H,15,7,6,1
22/05/05,Hibernian,Rangers,0,1,A,0,0,D,6,7,2,1
22/05/05,Motherwell,Celtic,2,1,H,0,1,A,12,12,7,8
