Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
15/12/07,Hibernian,Falkirk,1,1,D,1,0,H,11,19,5,12,21,11,4,11,2,3,1,0
15/12/07,Kilmarnock,Gretna,3,3,D,1,1,D,12,15,4,4,18,16,1,8,4,3,0,0
15/12/07,Motherwell,Aberdeen,3,0,H,3,0,H,9,10,3,1,17,11,4,5,2,0,0,0
15/12/07,Rangers,Hearts,2,1,H,1,0,H,13,8,6,3,13,19,4,3,2,2,0,0
15/12/07,St Mirren,Dundee United,0,3,A,0,0,D,5,11,2,6,12,12,4,5,1,1,1,0
16/12/07,Inverness C,Celtic,3,2,H,1,2,A,10,11,7,6,9,14,4,12,1,1,1,0
22/12/07,Celtic,Hibernian,1,1,D,0,1,A,17,9,9,5,8,11,5,4,1,1,0,0
22/12/07,Dundee United,Gretna,1,2,A,1,2,A,15,3,3,2,6,21,7,3,2,3,0,0
22/12/07,Hearts,Inverness C,2,3,A,0,1,A,20,9,10,6,15,6,12,0,2,3,1,0
22/12/07,Motherwell,Falkirk,0,3,A,0,0,D,15,12,7,8,8,10,5,3,1,2,0,0
22/12/07,St Mirren,Kilmarnock,0,0,D,0,0,D,12,5,5,3,10,14,5,5,0,2,0,0
23/12/07,Aberdeen,Rangers,1,1,D,1,1,D,6,13,3,7,15,11,5,4,4,2,0,1
26/12/07,Dundee United,Celtic,0,2,A,0,0,D,9,11,5,2,13,12,3,4,1,0,0,0
26/12/07,Falkirk,Inverness C,1,0,H,1,0,H,10,8,3,5,15,13,7,3,1,1,0,0
26/12/07,Gretna,Aberdeen,1,1,D,0,0,D,7,13,4,8,10,10,2,10,1,1,0,0
26/12/07,Hearts,St Mirren,0,1,A,0,1,A,8,10,4,5,19,15,9,1,2,3,0,0
26/12/07,Kilmarnock,Hibernian,2,1,H,1,0,H,10,8,6,2,20,12,1,1,0,3,0,0
26/12/07,Rangers,Motherwell,3,1,H,1,0,H,11,8,4,7,8,9,3,3,1,3,0,0
29/12/07,Celtic,Gretna,3,0,H,1,0,H,11,7,5,3,13,14,4,2,1,0,0,0
29/12/07,Falkirk,Hearts,2,1,H,0,1,A,13,11,9,3,14,18,6,5,2,3,0,0
29/12/07,Hibernian,Rangers,1,2,A,0,1,A,8,10,4,7,13,11,2,7,1,1,0,0
29/12/07,Inverness C,Kilmarnock,3,1,H,1,0,H,16,6,9,3,11,11,12,4,0,0,0,0
29/12/07,Motherwell,Dundee United,5,3,H,3,1,H,15,10,10,4,8,13,5,2,1,1,0,0
29/12/07,St Mirren,Aberdeen,0,1,A,0,0,D,12,10,1,1,11,12,7,3,1,0,0,0
02/01/08,Aberdeen,Inverness C,1,0,H,0,0,D,12,18,5,9,15,12,8,5,1,2,0,0
02/01/08,Dundee United,Hearts,4,1,H,1,1,D,9,4,9,1,10,9,5,4,2,3,0,3
02/01/08,Kilmarnock,Falkirk,0,1,A,0,1,A,13,10,9,5,13,15,9,2,3,2,1,1
05/01/08,Falkirk,Aberdeen,0,0,D,0,0,D,13,14,6,4,11,14,3,4,1,4,1,0
05/01/08,Hearts,Kilmarnock,1,1,D,0,1,A,9,10,6,4,6,17,11,3,1,1,1,0
05/01/08,Inverness C,Gretna,3,0,H,3,0,H,14,10,11,7,9,15,10,2,0,0,0,0
05/01/08,Rangers,Dundee United,2,0,H,2,0,H,13,2,8,2,11,19,7,1,0,2,0,0
05/01/08,St Mirren,Hibernian,2,1,H,2,0,H,8,6,5,2,6,14,4,8,0,0,0,0
16/01/08,Gretna,Rangers,1,2,A,0,1,A,10,17,5,10,13,10,2,7,0,0,0,0
19/01/08,Celtic,Kilmarnock,1,0,H,0,0,D,19,2,13,1,4,12,12,2,1,3,0,0
19/01/08,Dundee United,Aberdeen,3,0,H,0,0,D,13,3,9,2,14,14,10,1,1,3,0,0
19/01/08,Gretna,Falkirk,2,0,H,1,0,H,9,7,4,4,16,5,5,5,1,0,0,0
19/01/08,Hearts,Hibernian,1,0,H,1,0,H,9,10,7,6,16,12,8,7,3,2,0,0
19/01/08,St Mirren,Motherwell,3,1,H,2,1,H,14,14,12,8,7,15,6,5,3,1,0,0
20/01/08,Inverness C,Rangers,0,1,A,0,0,D,13,15,5,8,9,12,2,4,0,1,0,0
26/01/08,Aberdeen,Hearts,0,1,A,0,0,D,10,11,4,8,10,14,5,1,1,2,0,0
26/01/08,Kilmarnock,Dundee United,1,2,A,0,1,A,6,8,2,5,11,9,8,12,0,0,0,0
26/01/08,Rangers,St Mirren,4,0,H,3,0,H,18,3,9,3,9,6,11,2,1,1,0,1
27/01/08,Falkirk,Celtic,0,1,A,0,1,A,11,5,7,2,15,17,8,1,2,2,0,0
09/02/08,Dundee United,Hibernian,1,1,D,1,0,H,18,8,8,4,11,16,9,0,0,3,0,0
09/02/08,Hearts,Gretna,2,0,H,2,0,H,13,6,6,2,14,16,11,5,0,3,0,1
09/02/08,Motherwell,Kilmarnock,1,0,H,0,0,D,12,4,5,2,13,20,5,5,0,2,0,1
09/02/08,Rangers,Falkirk,2,0,H,1,0,H,15,7,9,2,8,14,8,6,1,0,0,0
09/02/08,St Mirren,Inverness C,1,1,D,0,1,A,14,11,2,8,12,11,4,6,1,1,0,0
10/02/08,Aberdeen,Celtic,1,5,A,0,3,A,11,15,2,7,17,16,4,9,2,1,0,0
13/02/08,Hibernian,Gretna,4,2,H,2,0,H,10,10,7,4,16,12,4,10,1,1,0,1
16/02/08,Celtic,Hearts,3,0,H,1,0,H,12,9,7,4,16,11,9,2,0,0,0,0
16/02/08,Falkirk,St Mirren,4,0,H,1,0,H,11,9,8,2,13,12,4,2,3,2,0,0
16/02/08,Gretna,Motherwell,1,3,A,0,1,A,9,13,1,3,9,15,6,4,1,1,0,0
16/02/08,Inverness C,Dundee United,1,1,D,0,0,D,11,6,3,4,19,17,3,2,1,1,0,0
17/02/08,Hibernian,Aberdeen,3,1,H,0,1,A,11,20,9,13,18,13,4,10,4,1,0,0
17/02/08,Kilmarnock,Rangers,0,2,A,0,1,A,10,12,3,6,20,10,5,10,2,0,0,0
20/02/08,Motherwell,Inverness C,3,1,H,3,1,H,10,10,7,4,14,18,11,6,0,2,0,0
23/02/08,Dundee United,Falkirk,0,0,D,0,0,D,17,4,7,1,14,8,12,1,1,2,0,0
23/02/08,Hibernian,Inverness C,2,0,H,2,0,H,10,19,6,9,11,7,5,13,1,0,0,0
23/02/08,Motherwell,Hearts,0,1,A,0,1,A,4,7,2,2,13,16,4,5,2,3,0,0
24/02/08,Kilmarnock,Aberdeen,3,1,H,2,0,H,12,9,6,4,19,12,6,4,2,0,0,0
24/02/08,Rangers,Gretna,4,2,H,2,0,H,15,16,7,8,7,8,6,4,0,0,0,0
24/02/08,St Mirren,Celtic,0,1,A,0,0,D,6,14,2,6,7,6,4,6,2,2,0,0
27/02/08,Aberdeen,Motherwell,1,1,D,1,0,H,8,8,4,3,14,12,6,5,1,1,0,0
27/02/08,Celtic,Inverness C,2,1,H,1,0,H,16,7,8,2,10,10,10,5,0,2,0,0
27/02/08,Dundee United,St Mirren,1,1,D,0,0,D,11,6,8,4,6,11,9,2,1,2,0,0
27/02/08,Falkirk,Hibernian,0,2,A,0,1,A,13,11,6,5,10,5,7,4,0,2,0,0
27/02/08,Gretna,Kilmarnock,4,2,H,3,0,H,10,9,9,5,10,10,4,7,2,1,0,0
27/02/08,Hearts,Rangers,0,4,A,0,2,A,5,11,1,8,6,9,3,12,2,0,0,0
01/03/08,Falkirk,Motherwell,0,0,D,0,0,D,15,9,9,3,12,15,4,8,1,2,0,0
01/03/08,Hibernian,Celtic,0,2,A,0,0,D,7,15,2,10,15,7,6,4,3,1,0,0
01/03/08,Inverness C,Hearts,0,3,A,0,2,A,6,13,2,7,10,11,6,4,1,2,0,0
01/03/08,Kilmarnock,St Mirren,1,0,H,1,0,H,5,10,4,4,15,6,4,7,1,1,0,0
01/03/08,Rangers,Aberdeen,3,1,H,1,1,D,23,11,12,5,11,16,9,4,0,1,0,0
06/03/08,Gretna,Dundee United,0,3,A,0,1,A,5,12,2,6,9,7,2,5,1,1,0,0
12/03/08,Celtic,Dundee United,0,0,D,0,0,D,11,4,3,0,7,22,9,5,1,2,0,0
12/03/08,Hibernian,Motherwell,1,0,H,0,0,D,17,15,10,5,12,14,4,5,2,1,1,0
15/03/08,Aberdeen,Gretna,3,0,H,1,0,H,11,2,5,0,15,7,4,1,0,1,0,0
15/03/08,Hibernian,Kilmarnock,2,0,H,1,0,H,6,8,4,1,12,11,5,5,1,1,0,0
15/03/08,Inverness C,Falkirk,0,1,A,0,0,D,10,9,4,3,12,6,3,4,1,1,0,0
15/03/08,St Mirren,Hearts,1,1,D,0,0,D,11,12,3,3,14,16,3,7,3,0,0,0
22/03/08,Aberdeen,St Mirren,1,1,D,1,1,D,8,9,5,3,7,12,4,4,0,1,0,1
22/03/08,Dundee United,Motherwell,2,0,H,0,0,D,9,7,3,3,11,20,4,10,0,5,0,0
22/03/08,Hearts,Falkirk,0,0,D,0,0,D,6,10,2,2,14,15,6,4,1,2,0,0
22/03/08,Kilmarnock,Inverness C,4,1,H,1,1,D,12,3,7,2,12,10,5,3,1,0,0,0
22/03/08,Rangers,Hibernian,2,1,H,1,0,H,9,8,6,2,13,15,4,3,0,3,0,0
23/03/08,Gretna,Celtic,0,3,A,0,1,A,3,19,0,11,18,7,4,7,2,1,0,0
29/03/08,Falkirk,Kilmarnock,0,0,D,0,0,D,10,7,7,3,13,11,7,3,1,2,0,0
29/03/08,Hearts,Dundee United,1,0,H,1,0,H,8,8,3,3,17,14,5,5,2,1,0,2
29/03/08,Inverness C,Aberdeen,3,4,A,2,2,D,9,16,6,8,10,12,5,6,4,5,1,0
29/03/08,Motherwell,Hibernian,1,0,H,1,0,H,14,4,4,1,12,12,7,2,2,0,0,0
29/03/08,Rangers,Celtic,1,0,H,1,0,H,8,10,6,6,13,13,8,5,3,5,0,0
29/03/08,St Mirren,Gretna,2,0,H,1,0,H,11,9,3,0,9,15,6,0,0,1,0,0
05/04/08,Celtic,Motherwell,0,1,A,0,1,A,13,4,4,1,14,11,10,4,0,2,0,1
05/04/08,Gretna,Inverness C,1,2,A,0,0,D,9,14,3,7,10,6,1,7,1,2,0,0
05/04/08,Hibernian,St Mirren,2,0,H,2,0,H,5,13,4,5,14,12,2,12,3,1,0,0
05/04/08,Kilmarnock,Hearts,0,0,D,0,0,D,11,7,7,3,13,14,9,6,3,3,1,0
06/04/08,Dundee United,Rangers,3,3,D,1,1,D,13,8,5,3,11,11,4,5,1,1,0,0
07/04/08,Aberdeen,Falkirk,2,1,H,1,0,H,9,7,6,4,9,17,4,6,0,1,0,0
09/04/08,Gretna,St Mirren,0,0,D,0,0,D,7,4,1,1,14,14,7,10,1,2,0,0
13/04/08,Motherwell,Celtic,1,4,A,1,3,A,7,13,2,6,21,12,4,7,1,1,0,0
16/04/08,Celtic,Rangers,2,1,H,1,0,H,9,5,4,2,13,11,9,3,2,3,0,1
19/04/08,Celtic,Aberdeen,1,0,H,0,0,D,13,3,6,0,12,6,4,4,2,2,0,0
19/04/08,Falkirk,Gretna,0,0,D,0,0,D,15,5,7,3,16,13,8,6,0,2,0,0
19/04/08,Hearts,St Mirren,3,2,H,2,1,H,11,9,7,6,8,11,4,7,0,0,0,0
19/04/08,Inverness C,Kilmarnock,3,0,H,1,0,H,15,5,7,2,9,16,10,3,0,0,0,0
20/04/08,Dundee United,Hibernian,1,1,D,0,0,D,14,10,8,4,12,12,6,6,1,3,0,0
26/04/08,Aberdeen,Hibernian,2,1,H,0,0,D,16,8,4,3,12,13,8,6,2,3,0,2
26/04/08,Hearts,Inverness C,1,0,H,0,0,D,15,10,6,4,14,8,14,8,2,1,0,0
26/04/08,Kilmarnock,Gretna,1,1,D,0,0,D,11,5,5,1,13,12,7,3,0,0,0,0
26/04/08,Motherwell,Dundee United,2,2,D,1,1,D,8,9,4,5,17,16,5,5,2,3,0,0
26/04/08,St Mirren,Falkirk,1,0,H,0,0,D,12,8,6,3,13,12,3,1,5,0,0,1
27/04/08,Celtic,Rangers,3,2,H,2,2,D,6,9,3,6,23,20,8,7,4,2,0,1
03/05/08,Aberdeen,Dundee United,2,1,H,1,0,H,9,7,3,3,17,16,8,2,2,2,0,0
03/05/08,Inverness C,Gretna,6,1,H,2,1,H,15,3,8,1,9,8,4,5,0,0,0,0
03/05/08,Motherwell,Celtic,1,2,A,0,0,D,11,6,6,4,20,15,13,1,1,1,0,0
03/05/08,St Mirren,Kilmarnock,1,0,H,0,0,D,9,6,7,3,10,16,10,5,0,1,0,0
04/05/08,Hibernian,Rangers,0,0,D,0,0,D,4,11,3,2,11,12,5,9,2,3,0,0
05/05/08,Falkirk,Hearts,2,1,H,1,0,H,9,9,4,4,14,23,4,2,1,4,0,0
07/05/08,Rangers,Motherwell,1,0,H,0,0,D,13,2,5,0,6,16,13,2,0,3,0,0
10/05/08,Falkirk,Inverness C,2,1,H,1,0,H,16,8,8,1,13,15,5,5,0,2,0,0
10/05/08,Hearts,Kilmarnock,0,2,A,0,0,D,13,11,6,3,15,10,5,1,0,1,0,0
10/05/08,Motherwell,Aberdeen,2,1,H,0,0,D,11,6,6,3,13,14,11,0,1,1,0,0
10/05/08,Rangers,Dundee United,3,1,H,2,0,H,9,7,3,4,9,21,2,1,1,3,0,0
10/05/08,St Mirren,Gretna,0,0,D,0,0,D,12,9,8,5,5,11,11,3,1,1,0,0
11/05/08,Celtic,Hibernian,2,0,H,1,0,H,19,11,9,10,14,17,9,9,2,3,0,2
13/05/08,Gretna,Hearts,1,0,H,0,0,D,7,7,3,2,7,3,3,4,1,0,0,1
17/05/08,Inverness C,St Mirren,0,0,D,0,0,D,12,8,3,5,5,13,5,3,2,2,1,0
17/05/08,Kilmarnock,Falkirk,2,1,H,1,1,D,16,6,7,1,9,14,6,4,0,1,0,0
17/05/08,Motherwell,Rangers,1,1,D,0,1,A,5,9,2,5,15,11,5,8,2,0,0,0
19/05/08,St Mirren,Rangers,0,3,A,0,2,A,4,13,1,7,13,6,4,7,5,3,0,0
22/05/08,Aberdeen,Rangers,2,0,H,0,0,D,9,9,6,4,12,17,4,10,1,0,0,1
22/05/08,Dundee United,Celtic,0,1,A,0,0,D,11,11,4,9,15,10,4,8,1,3,0,0
22/05/08,Hibernian,Motherwell,0,2,A,0,1,A,14,17,3,11,5,12,4,9,2,0,0,0
