Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,away_shots,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
30/08/03,Motherwell,Partick,2,2,D,1,1,D,7,9,4,3,15,16,5,5,3,6,1,1
31/08/03,Dundee United,Rangers,1,3,A,0,1,A,6,11,4,10,12,11,5,1,2,1,0,0
31/08/03,Hearts,Dunfermline,1,0,H,0,0,D,15,4,7,3,17,22,7,4,1,3,0,0
31/08/03,Kilmarnock,Dundee,1,1,D,0,0,D,10,8,5,5,13,10,6,5,3,2,0,0
13/09/03,Aberdeen,Partick,2,1,H,1,0,H,11,6,6,2,16,10,3,7,2,1,0,0
13/09/03,Dundee,Celtic,0,1,A,0,1,A,8,6,5,4,12,18,6,4,2,1,0,1
13/09/03,Hibernian,Motherwell,0,2,A,0,1,A,10,9,2,8,15,11,3,6,2,1,0,0
13/09/03,Kilmarnock,Hearts,0,2,A,0,2,A,8,12,1,8,17,18,5,6,2,3,0,0
13/09/03,Livingston,Dundee United,0,0,D,0,0,D,14,6,13,4,17,12,14,6,2,2,0,0
13/09/03,Rangers,Dunfermline,4,0,H,3,0,H,14,7,6,2,14,14,4,5,1,1,0,0
20/09/03,Celtic,Motherwell,3,0,H,0,0,D,16,5,10,1,12,20,3,7,2,2,0,0
20/09/03,Dundee,Aberdeen,2,0,H,1,0,H,11,3,6,0,7,9,5,6,0,0,0,0
20/09/03,Dunfermline,Hibernian,0,0,D,0,0,D,12,5,0,0,15,12,2,2,2,2,0,0
20/09/03,Livingston,Kilmarnock,1,2,A,1,2,A,14,6,11,6,16,21,9,6,4,4,0,1
20/09/03,Partick,Dundee United,0,2,A,0,1,A,14,13,8,7,16,15,7,11,0,0,0,0
21/09/03,Hearts,Rangers,0,4,A,0,1,A,6,15,1,9,19,16,3,11,3,1,0,0
27/09/03,Aberdeen,Livingston,0,3,A,0,1,A,16,9,10,4,8,16,10,4,0,2,0,0
27/09/03,Dundee United,Kilmarnock,1,1,D,0,0,D,11,14,7,7,11,19,4,6,0,2,0,0
27/09/03,Dunfermline,Partick,2,1,H,0,0,D,23,5,16,4,12,16,10,2,0,3,0,0
27/09/03,Hibernian,Celtic,1,2,A,1,1,D,10,17,5,8,18,14,9,6,2,3,0,1
27/09/03,Motherwell,Hearts,1,1,D,1,1,D,5,8,2,3,14,22,5,5,2,4,0,0
27/09/03,Rangers,Dundee,3,1,H,0,0,D,19,9,13,7,11,15,11,7,0,2,0,0
04/10/03,Dundee United,Motherwell,0,2,A,0,1,A,13,14,7,10,18,16,4,6,2,2,0,0
04/10/03,Hearts,Dundee,2,2,D,0,1,A,14,7,11,7,17,12,4,7,4,3,0,0
04/10/03,Kilmarnock,Aberdeen,1,3,A,0,2,A,11,9,6,7,11,13,4,1,0,0,0,0
04/10/03,Livingston,Dunfermline,0,0,D,0,0,D,14,8,6,5,22,21,4,4,2,2,0,0
04/10/03,Partick,Hibernian,0,1,A,0,0,D,9,9,5,5,9,15,3,5,1,1,0,0
04/10/03,Rangers,Celtic,0,1,A,0,0,D,10,6,7,3,17,19,6,2,1,0,0,0
18/10/03,Aberdeen,Dundee United,0,1,A,0,1,A,8,7,2,4,11,16,10,4,1,3,0,0
18/10/03,Celtic,Hearts,5,0,H,4,0,H,13,1,8,0,13,15,14,0,0,3,0,0
18/10/03,Dundee,Partick,1,0,H,0,0,D,22,14,9,10,15,14,8,3,2,1,0,0
18/10/03,Dunfermline,Kilmarnock,2,3,A,1,1,D,21,6,16,6,10,11,10,4,0,0,0,0
18/10/03,Hibernian,Livingston,0,2,A,0,1,A,8,5,3,3,10,18,5,4,1,1,0,0
19/10/03,Motherwell,Rangers,1,1,D,1,1,D,13,16,3,9,15,14,3,5,0,3,0,0
25/10/03,Celtic,Aberdeen,4,0,H,3,0,H,16,5,7,3,15,16,6,5,0,1,0,0
25/10/03,Hibernian,Kilmarnock,3,1,H,2,0,H,9,13,4,7,13,15,7,6,0,2,0,0
25/10/03,Livingston,Rangers,0,0,D,0,0,D,7,11,1,5,26,15,2,8,3,1,0,0
25/10/03,Partick,Hearts,1,4,A,0,3,A,8,10,4,8,11,19,3,5,0,2,0,0
26/10/03,Dundee United,Dundee,1,1,D,0,1,A,13,4,4,2,12,13,5,7,1,0,0,0
01/11/03,Aberdeen,Motherwell,0,3,A,0,1,A,10,7,5,6,8,17,7,3,0,1,0,0
01/11/03,Dundee,Hibernian,1,1,D,1,0,H,5,14,4,8,12,15,5,11,3,0,1,0
01/11/03,Dunfermline,Dundee United,2,0,H,0,0,D,19,3,8,1,10,11,8,4,0,2,0,0
01/11/03,Hearts,Livingston,3,1,H,0,0,D,11,12,7,8,9,14,5,6,2,3,0,1
01/11/03,Kilmarnock,Celtic,0,5,A,0,1,A,4,11,2,6,17,8,8,7,3,1,0,0
01/11/03,Rangers,Partick,3,1,H,2,0,H,11,9,6,2,14,13,2,3,2,5,0,0
08/11/03,Celtic,Dunfermline,5,0,H,1,0,H,17,3,11,1,8,10,4,1,0,2,0,0
08/11/03,Dundee,Motherwell,0,1,A,0,0,D,10,12,3,8,10,11,7,5,0,1,0,0
08/11/03,Hibernian,Dundee United,2,2,D,1,1,D,9,7,6,4,7,14,4,7,1,1,0,0
08/11/03,Livingston,Partick,2,0,H,2,0,H,15,9,12,4,14,11,3,4,1,3,0,0
09/11/03,Aberdeen,Hearts,0,1,A,0,1,A,5,7,2,5,13,20,6,3,4,3,2,0
09/11/03,Kilmarnock,Rangers,2,3,A,1,1,D,5,22,4,9,17,10,3,16,1,1,0,0
22/11/03,Dundee United,Celtic,1,5,A,0,1,A,7,13,5,8,17,15,6,6,1,2,0,0
22/11/03,Dunfermline,Dundee,2,0,H,0,0,D,10,6,5,3,10,18,1,7,0,2,0,0
22/11/03,Motherwell,Livingston,1,1,D,1,1,D,9,8,5,1,7,19,3,2,1,4,0,0
22/11/03,Partick,Kilmarnock,2,4,A,1,1,D,11,13,7,8,17,17,6,8,2,2,0,0
22/11/03,Rangers,Aberdeen,3,0,H,0,0,D,18,3,12,2,3,17,13,3,0,3,0,1
23/11/03,Hearts,Hibernian,2,0,H,1,0,H,8,7,1,1,14,13,6,6,1,2,0,0
25/11/03,Motherwell,Dunfermline,2,2,D,0,2,A,15,9,8,4,9,12,8,3,2,2,0,0
29/11/03,Celtic,Partick,3,1,H,2,1,H,18,4,10,3,13,20,8,3,1,4,0,0
29/11/03,Dunfermline,Aberdeen,2,2,D,0,1,A,15,8,8,2,12,14,8,0,1,4,0,0
29/11/03,Kilmarnock,Motherwell,2,0,H,1,0,H,12,5,5,5,14,8,1,11,2,1,0,0
29/11/03,Livingston,Dundee,1,1,D,0,0,D,5,14,2,7,8,13,3,3,1,1,0,0
30/11/03,Dundee United,Hearts,2,1,H,2,0,H,11,6,7,4,13,19,2,9,3,3,0,0
30/11/03,Hibernian,Rangers,0,1,A,0,0,D,15,14,4,9,15,10,6,8,3,3,0,0
06/12/03,Dundee,Kilmarnock,1,2,A,1,2,A,15,6,5,4,11,16,17,3,1,1,0,0
06/12/03,Dunfermline,Hearts,2,1,H,1,1,D,9,14,6,7,22,19,6,11,2,2,0,0
06/12/03,Livingston,Celtic,0,2,A,0,0,D,7,17,2,9,12,16,3,12,1,2,0,0
06/12/03,Rangers,Dundee United,2,1,H,2,0,H,19,8,7,2,13,20,8,4,1,5,0,0
07/12/03,Aberdeen,Hibernian,3,1,H,1,0,H,11,11,3,5,10,20,5,7,2,3,0,0
07/12/03,Partick,Motherwell,1,0,H,0,0,D,9,6,7,3,15,13,7,6,1,0,0,0
13/12/03,Celtic,Dundee,3,2,H,1,1,D,12,8,9,5,11,14,9,8,1,4,0,0
13/12/03,Dundee United,Livingston,2,0,H,1,0,H,5,9,2,4,14,23,4,5,1,1,0,0
13/12/03,Hearts,Kilmarnock,2,1,H,0,0,D,8,6,7,4,17,11,8,5,3,2,0,0
13/12/03,Motherwell,Hibernian,0,1,A,0,0,D,11,13,6,9,9,15,7,12,0,1,0,0
13/12/03,Partick,Aberdeen,0,3,A,0,1,A,7,11,1,6,6,9,8,4,1,2,0,0
14/12/03,Dunfermline,Rangers,2,0,H,1,0,H,5,9,5,6,14,13,1,7,0,2,0,0
20/12/03,Aberdeen,Dundee,2,2,D,1,1,D,12,7,8,4,15,9,6,7,1,2,0,0
20/12/03,Kilmarnock,Livingston,0,3,A,0,0,D,9,11,4,7,5,16,6,3,0,3,0,0
20/12/03,Rangers,Hearts,2,1,H,1,1,D,17,13,9,10,11,21,4,8,1,1,0,0
21/12/03,Hibernian,Dunfermline,1,2,A,0,2,A,8,11,2,2,17,22,2,3,2,2,0,0
21/12/03,Motherwell,Celtic,0,2,A,0,1,A,7,8,5,6,16,17,9,2,2,3,0,0
23/12/03,Dundee United,Partick,0,0,D,0,0,D,10,8,7,6,10,12,7,4,3,1,0,0
27/12/03,Celtic,Hibernian,6,0,H,2,0,H,17,4,8,1,8,12,4,3,2,2,0,1
27/12/03,Hearts,Motherwell,0,0,D,0,0,D,10,6,5,2,13,12,6,2,0,0,0,0
27/12/03,Kilmarnock,Dundee United,0,2,A,0,1,A,7,3,4,2,12,10,6,4,1,1,0,0
27/12/03,Livingston,Aberdeen,1,1,D,0,1,A,16,13,4,7,10,10,7,5,0,0,0,0
27/12/03,Partick,Dunfermline,4,1,H,1,0,H,12,11,8,5,12,13,3,3,0,0,0,1
28/12/03,Dundee,Rangers,0,2,A,0,0,D,11,12,8,8,12,11,6,10,1,0,0,0
03/01/04,Aberdeen,Kilmarnock,3,1,H,2,0,H,10,6,5,3,13,13,6,4,1,1,0,0
03/01/04,Celtic,Rangers,3,0,H,1,0,H,9,5,4,1,13,15,10,3,0,4,0,0
03/01/04,Dunfermline,Livingston,2,2,D,1,1,D,7,8,5,7,16,16,6,2,2,3,0,0
03/01/04,Hibernian,Partick,3,2,H,2,0,H,10,3,5,2,14,20,7,11,0,4,0,0
03/01/04,Motherwell,Dundee United,3,1,H,0,1,A,11,6,7,4,18,14,6,5,3,2,0,0
06/01/04,Dundee,Hearts,1,2,A,0,0,D,9,12,6,6,15,15,9,5,1,2,0,0
17/01/04,Dundee United,Aberdeen,3,2,H,1,0,H,12,12,9,4,12,16,5,7,2,3,0,0
17/01/04,Kilmarnock,Dunfermline,1,1,D,1,0,H,12,15,7,7,10,10,6,7,1,0,0,0
17/01/04,Livingston,Hibernian,1,0,H,1,0,H,11,12,5,9,12,13,5,0,3,2,0,0
17/01/04,Partick,Dundee,1,2,A,1,0,H,6,9,3,7,15,11,4,6,0,0,0,0
17/01/04,Rangers,Motherwell,1,0,H,0,0,D,10,7,3,0,13,16,3,6,2,1,0,0
18/01/04,Hearts,Celtic,0,1,A,0,1,A,10,9,5,6,22,17,2,6,5,5,0,0
24/01/04,Aberdeen,Celtic,1,3,A,0,2,A,4,9,3,6,10,8,6,3,0,0,0,0
24/01/04,Dunfermline,Motherwell,1,0,H,0,0,D,14,3,5,1,11,13,6,1,1,1,0,0
24/01/04,Hearts,Partick,2,0,H,1,0,H,9,6,6,1,11,12,3,5,1,4,0,1
24/01/04,Kilmarnock,Hibernian,0,2,A,0,0,D,10,10,8,5,16,22,9,5,0,1,0,0
24/01/04,Rangers,Livingston,1,0,H,1,0,H,18,16,13,8,11,17,9,4,1,2,0,0
25/01/04,Dundee,Dundee United,2,1,H,0,1,A,10,5,6,3,11,11,5,6,1,3,0,0
31/01/04,Celtic,Kilmarnock,5,1,H,0,0,D,13,5,7,3,9,13,9,1,0,0,0,0
31/01/04,Dundee United,Dunfermline,1,0,H,0,0,D,8,8,2,3,13,12,10,5,1,1,0,0
31/01/04,Hibernian,Dundee,1,1,D,0,1,A,10,6,7,4,11,9,1,3,0,3,0,0
01/02/04,Partick,Rangers,0,1,A,0,0,D,9,10,2,6,13,15,1,5,3,3,0,0
10/02/04,Dundee United,Hibernian,0,0,D,0,0,D,17,8,7,3,10,14,5,7,0,1,0,0
11/02/04,Dunfermline,Celtic,1,4,A,1,3,A,7,8,4,7,10,8,9,7,1,0,0,0
11/02/04,Hearts,Aberdeen,1,0,H,0,0,D,11,12,5,4,8,15,8,5,0,0,0,0
11/02/04,Motherwell,Dundee,5,3,H,2,2,D,15,10,9,3,9,10,2,1,0,2,0,0
11/02/04,Partick,Livingston,5,2,H,2,0,H,22,6,11,3,14,12,10,8,0,1,0,0
11/02/04,Rangers,Kilmarnock,2,0,H,1,0,H,13,6,7,4,8,20,8,5,0,2,0,0
14/02/04,Aberdeen,Rangers,1,1,D,1,0,H,10,7,5,3,14,12,10,5,0,1,0,0
14/02/04,Celtic,Dundee United,2,1,H,0,0,D,12,4,8,2,9,17,9,3,1,4,0,1
14/02/04,Dundee,Dunfermline,0,1,A,0,1,A,6,9,4,6,11,15,6,7,2,1,0,0
14/02/04,Kilmarnock,Partick,2,1,H,0,0,D,13,11,7,6,18,10,7,4,2,0,0,0
14/02/04,Livingston,Motherwell,3,1,H,3,0,H,11,10,7,5,20,9,2,6,4,3,0,0
15/02/04,Hibernian,Hearts,1,1,D,1,0,H,5,4,3,2,25,22,4,4,3,2,0,0
21/02/04,Aberdeen,Dunfermline,2,0,H,1,0,H,6,7,5,6,11,17,10,6,0,3,0,0
21/02/04,Dundee,Livingston,1,0,H,0,0,D,7,13,2,6,9,12,1,5,2,2,0,0
21/02/04,Hearts,Dundee United,3,1,H,1,0,H,14,8,11,7,25,9,7,3,2,0,0,0
21/02/04,Motherwell,Kilmarnock,1,0,H,1,0,H,10,4,5,2,15,18,3,4,0,3,0,0
21/02/04,Rangers,Hibernian,3,0,H,1,0,H,6,7,4,2,16,14,3,2,2,1,0,0
22/02/04,Partick,Celtic,1,4,A,0,2,A,8,9,4,6,12,12,4,7,1,1,0,0
24/02/04,Livingston,Hearts,2,3,A,1,1,D,5,14,2,7,20,25,5,8,3,4,0,0
24/02/04,Motherwell,Aberdeen,1,0,H,0,0,D,7,9,3,4,12,11,5,0,0,1,0,0
28/02/04,Dunfermline,Hearts,0,0,D,0,0,D,11,8,5,2,17,20,6,3,2,1,0,0
28/02/04,Hibernian,Aberdeen,0,1,A,0,1,A,8,8,3,5,14,15,5,1,2,0,0,0
28/02/04,Kilmarnock,Dundee,4,2,H,2,1,H,17,9,10,6,12,13,4,3,0,2,0,0
28/02/04,Motherwell,Partick,3,0,H,1,0,H,13,8,11,2,20,13,3,8,1,2,0,0
29/02/04,Celtic,Livingston,5,1,H,2,1,H,9,5,5,3,12,16,6,2,2,3,0,0
29/02/04,Dundee United,Rangers,2,0,H,2,0,H,7,10,4,6,6,18,1,5,0,1,0,0
07/03/04,Kilmarnock,Hearts,1,1,D,0,0,D,8,12,5,5,19,15,5,9,1,1,0,0
09/03/04,Aberdeen,Partick,0,0,D,0,0,D,15,3,7,0,4,13,10,0,0,1,0,0
13/03/04,Dundee,Aberdeen,1,1,D,1,0,H,9,21,6,16,10,10,8,8,0,1,0,0
13/03/04,Hearts,Rangers,0,0,D,0,0,D,10,8,7,3,15,11,6,6,1,2,0,0
13/03/04,Partick,Dundee United,1,1,D,0,0,D,16,8,8,3,7,16,8,2,2,1,0,0
14/03/04,Celtic,Motherwell,1,1,D,0,1,A,19,6,7,4,11,14,8,4,1,0,0,0
17/03/04,Dundee,Celtic,1,2,A,0,1,A,9,11,6,8,9,13,9,3,2,0,0,0
20/03/04,Dundee United,Kilmarnock,4,1,H,4,0,H,9,9,7,9,12,15,7,1,0,3,0,0
20/03/04,Dunfermline,Partick,1,0,H,1,0,H,12,8,2,4,14,6,3,9,0,0,0,0
20/03/04,Rangers,Dundee,4,0,H,1,0,H,28,3,16,1,6,14,8,2,0,1,0,0
21/03/04,Aberdeen,Livingston,1,2,A,0,1,A,12,5,4,3,11,15,9,2,0,0,0,0
21/03/04,Hibernian,Celtic,0,4,A,0,2,A,11,10,7,9,9,12,11,3,4,2,1,0
23/03/04,Rangers,Dunfermline,4,1,H,4,1,H,19,4,14,3,14,13,13,2,2,2,0,0
24/03/04,Hibernian,Motherwell,3,3,D,2,0,H,7,4,2,2,13,12,4,5,4,4,0,0
24/03/04,Livingston,Dundee United,2,3,A,1,1,D,10,13,6,9,14,14,9,2,1,2,0,0
27/03/04,Dundee United,Motherwell,1,0,H,0,0,D,8,16,6,10,19,14,3,11,2,2,0,0
27/03/04,Hearts,Dundee,3,1,H,0,1,A,11,5,8,2,18,17,2,4,1,3,0,0
27/03/04,Kilmarnock,Aberdeen,3,1,H,2,1,H,15,6,9,5,10,10,6,3,1,0,0,0
27/03/04,Livingston,Dunfermline,0,0,D,0,0,D,9,10,4,7,14,13,4,8,1,0,0,0
27/03/04,Partick,Hibernian,1,1,D,0,0,D,7,16,3,8,12,15,3,5,1,2,0,0
28/03/04,Rangers,Celtic,1,2,A,0,1,A,18,8,12,5,14,8,11,3,2,0,0,0
03/04/04,Aberdeen,Dundee United,3,0,H,3,0,H,14,3,8,3,16,12,10,4,2,1,0,0
03/04/04,Celtic,Hearts,2,2,D,0,1,A,17,5,6,3,17,16,10,4,1,2,0,0
03/04/04,Dundee,Partick,2,1,H,1,1,D,14,8,8,4,11,14,6,4,1,2,0,0
03/04/04,Dunfermline,Kilmarnock,2,1,H,1,1,D,7,6,4,2,17,16,4,3,2,3,0,0
03/04/04,Hibernian,Livingston,3,1,H,1,0,H,9,10,6,5,14,17,6,6,2,3,0,0
04/04/04,Motherwell,Rangers,0,1,A,0,1,A,8,7,5,5,23,13,8,4,3,5,0,0
07/04/04,Livingston,Kilmarnock,1,1,D,0,0,D,8,9,3,4,16,16,7,6,2,1,0,0
07/04/04,Motherwell,Hearts,1,1,D,0,1,A,4,5,2,4,19,8,3,5,0,0,0,0
10/04/04,Hibernian,Kilmarnock,3,0,H,2,0,H,7,9,6,6,13,13,9,3,0,1,0,0
10/04/04,Partick,Hearts,1,0,H,0,0,D,7,7,4,2,15,21,3,3,4,2,0,1
11/04/04,Dundee United,Dundee,2,2,D,0,2,A,17,5,12,0,8,13,7,3,3,2,0,0
13/04/04,Dunfermline,Hibernian,1,1,D,0,1,A,12,4,8,1,12,14,7,1,2,3,0,1
14/04/04,Livingston,Rangers,1,1,D,0,1,A,7,8,4,7,11,10,10,8,0,0,0,0
15/04/04,Motherwell,Dunfermline,1,0,H,1,0,H,7,7,2,5,15,16,4,6,1,1,0,0
17/04/04,Dundee,Hibernian,2,2,D,1,1,D,11,14,7,6,15,12,1,9,3,2,0,0
17/04/04,Dunfermline,Dundee United,1,1,D,1,0,H,3,9,3,7,11,11,3,8,0,1,0,0
17/04/04,Hearts,Livingston,1,1,D,1,0,H,19,4,8,2,11,17,13,1,0,2,0,0
17/04/04,Rangers,Partick,2,0,H,1,0,H,17,1,7,0,18,12,7,1,1,1,0,0
18/04/04,Aberdeen,Motherwell,0,2,A,0,1,A,8,12,5,6,7,10,16,10,1,0,0,0
18/04/04,Kilmarnock,Celtic,0,1,A,0,1,A,6,9,3,6,18,8,4,10,1,2,0,0
21/04/04,Celtic,Aberdeen,1,2,A,1,0,H,14,7,10,4,8,11,10,7,0,1,0,0
24/04/04,Dundee United,Rangers,3,3,D,1,3,A,13,20,9,11,13,15,2,7,2,1,0,0
24/04/04,Dunfermline,Motherwell,3,0,H,1,0,H,9,6,5,3,7,14,3,3,0,0,0,0
24/04/04,Kilmarnock,Hibernian,2,0,H,1,0,H,13,7,7,4,13,10,10,5,1,2,0,0
24/04/04,Livingston,Aberdeen,2,0,H,1,0,H,19,11,12,4,11,9,6,7,0,0,0,0
24/04/04,Partick,Dundee,0,1,A,0,0,D,11,3,4,1,10,17,4,6,1,3,0,0
25/04/04,Hearts,Celtic,1,1,D,0,1,A,12,8,5,2,23,17,7,3,1,0,0,0
01/05/04,Dundee United,Hearts,0,2,A,0,1,A,9,8,4,5,14,22,6,4,1,1,0,0
01/05/04,Hibernian,Dundee,1,0,H,1,0,H,14,11,10,8,8,9,11,7,2,3,0,0
01/05/04,Kilmarnock,Livingston,4,2,H,0,2,A,15,8,11,5,11,17,6,1,0,1,0,0
01/05/04,Partick,Aberdeen,2,0,H,1,0,H,16,11,8,8,6,10,7,3,0,1,0,0
01/05/04,Rangers,Motherwell,4,0,H,1,0,H,18,6,9,3,8,14,5,2,1,2,0,0
02/05/04,Celtic,Dunfermline,1,2,A,0,1,A,15,7,7,4,7,12,10,3,1,1,0,0
05/05/04,Hibernian,Partick,1,2,A,1,1,D,7,5,4,2,11,4,5,4,2,0,0,0
08/05/04,Aberdeen,Hibernian,0,1,A,0,0,D,11,4,10,2,5,12,8,6,0,2,0,0
08/05/04,Celtic,Rangers,1,0,H,0,0,D,16,4,11,3,23,19,9,7,3,3,0,0
08/05/04,Dundee,Kilmarnock,2,0,H,1,0,H,11,9,6,4,13,16,5,8,0,2,0,0
08/05/04,Hearts,Dunfermline,2,1,H,1,1,D,10,5,4,3,12,13,5,4,0,1,0,0
08/05/04,Motherwell,Dundee United,0,1,A,0,0,D,10,5,7,2,13,8,11,2,2,0,0,0
09/05/04,Livingston,Partick,2,2,D,1,1,D,12,10,10,6,13,9,8,4,1,0,0,0
11/05/04,Dundee United,Dunfermline,3,2,H,3,1,H,8,9,5,5,12,18,7,3,0,3,0,0
12/05/04,Dundee,Livingston,2,0,H,1,0,H,11,10,6,5,14,11,8,6,2,2,0,0
12/05/04,Kilmarnock,Aberdeen,4,0,H,2,0,H,21,9,12,3,14,8,8,3,0,0,0,0
12/05/04,Motherwell,Celtic,1,1,D,0,0,D,4,7,2,4,17,7,8,6,0,3,0,0
12/05/04,Rangers,Hearts,0,1,A,0,0,D,8,7,2,3,10,18,7,3,1,2,0,0
15/05/04,Aberdeen,Dundee,1,2,A,1,0,H,12,10,6,5,9,13,3,7,0,1,0,0
15/05/04,Livingston,Hibernian,4,1,H,1,0,H,18,11,9,4,7,12,5,4,0,0,0,0
15/05/04,Partick,Kilmarnock,2,2,D,1,1,D,10,16,3,9,11,11,6,1,1,0,0,0
16/05/04,Celtic,Dundee United,2,1,H,0,0,D,13,5,7,4,6,14,6,12,0,2,0,0
16/05/04,Dunfermline,Rangers,2,3,A,1,2,A,15,9,10,6,12,8,2,4,2,1,0,1
16/05/04,Hearts,Motherwell,3,2,H,1,2,A,16,8,4,5,11,11,3,7,1,3,0,0
