Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST
04/08/12,Celtic,Aberdeen,1,0,H,0,0,D,9,5,5,2
04/08/12,Hearts,St Johnstone,2,0,H,1,0,H,18,5,7,3
04/08/12,Kilmarnock,Dundee,0,0,D,0,0,D,16,4,8,1
04/08/12,Ross County,Motherwell,0,0,D,0,0,D,6,6,1,2
04/08/12,St Mirren,Inverness C,2,2,D,1,0,H,13,11,5,7
05/08/12,Dundee United,Hibernian,3,0,H,1,0,H,17,6,11,2
11/08/12,Aberdeen,Ross County,0,0,D,0,0,D,11,4,5,1
11/08/12,Dundee,St Mirren,0,2,A,0,1,A,7,4,1,4
11/08/12,Inverness C,Kilmarnock,1,1,D,1,1,D,11,12,7,5
11/08/12,Motherwell,St Johnstone,1,1,D,0,0,D,10,15,6,6
12/08/12,Hibernian,Hearts,1,1,D,1,1,D,10,10,6,3
18/08/12,Hearts,Inverness C,2,2,D,2,0,H,7,8,3,1
18/08/12,Kilmarnock,Motherwell,1,2,A,1,2,A,8,12,6,3
18/08/12,Ross County,Celtic,1,1,D,0,0,D,7,19,4,10
18/08/12,St Johnstone,Aberdeen,1,2,A,0,1,A,9,8,5,4
18/08/12,St Mirren,Hibernian,1,2,A,0,1,A,13,9,6,2
19/08/12,Dundee United,Dundee,3,0,H,3,0,H,11,6,8,4
25/08/12,Dundee,Ross County,0,1,A,0,0,D,10,6,3,3
25/08/12,Hibernian,St Johnstone,2,0,H,1,0,H,12,10,7,4
25/08/12,Inverness C,Celtic,2,4,A,0,2,A,11,15,9,6
25/08/12,Kilmarnock,Dundee United,3,1,H,0,0,D,8,7,6,2
26/08/12,Aberdeen,Hearts,0,0,D,0,0,D,7,3,2,1
26/08/12,Motherwell,St Mirren,1,1,D,1,0,H,5,17,2,8
01/09/12,Aberdeen,St Mirren,0,0,D,0,0,D,12,3,3,1
01/09/12,Celtic,Hibernian,2,2,D,1,0,H,14,4,6,2
01/09/12,Ross County,Kilmarnock,0,0,D,0,0,D,10,10,5,5
01/09/12,St Johnstone,Dundee United,0,0,D,0,0,D,7,6,2,2
02/09/12,Hearts,Dundee,0,1,A,0,1,A,8,3,3,2
02/09/12,Motherwell,Inverness C,4,1,H,2,1,H,11,14,6,9
14/09/12,Dundee United,Ross County,0,0,D,0,0,D,14,4,7,0
15/09/12,Dundee,Motherwell,1,2,A,1,0,H,8,10,4,7
15/09/12,Hibernian,Kilmarnock,2,1,H,2,1,H,11,11,6,3
15/09/12,Inverness C,Aberdeen,1,1,D,0,0,D,4,2,2,1
15/09/12,St Johnstone,Celtic,2,1,H,1,1,D,13,12,9,5
15/09/12,St Mirren,Hearts,2,0,H,1,0,H,4,5,4,0
22/09/12,Celtic,Dundee,2,0,H,1,0,H,23,6,11,2
22/09/12,Dundee United,Hearts,0,3,A,0,2,A,9,8,3,5
22/09/12,Hibernian,Inverness C,2,2,D,2,1,H,14,8,8,6
22/09/12,Kilmarnock,St Mirren,3,1,H,1,0,H,11,20,7,11
22/09/12,Ross County,St Johnstone,1,2,A,0,1,A,20,6,8,3
23/09/12,Aberdeen,Motherwell,3,3,D,1,1,D,12,19,8,11
29/09/12,Aberdeen,Hibernian,2,1,H,1,1,D,7,4,4,3
29/09/12,Dundee,St Johnstone,1,3,A,1,2,A,3,5,3,3
29/09/12,Hearts,Kilmarnock,1,3,A,0,1,A,12,6,2,3
29/09/12,Inverness C,Dundee United,4,0,H,2,0,H,7,10,6,2
29/09/12,Motherwell,Celtic,0,2,A,0,2,A,3,18,0,12
29/09/12,St Mirren,Ross County,5,4,H,1,2,A,9,4,7,4
05/10/12,Inverness C,Ross County,3,1,H,2,0,H,9,11,6,6
06/10/12,Hibernian,Dundee,3,0,H,1,0,H,14,5,7,2
06/10/12,Kilmarnock,Aberdeen,1,3,A,1,0,H,8,13,6,6
06/10/12,St Johnstone,St Mirren,2,1,H,2,0,H,9,12,7,6
07/10/12,Celtic,Hearts,1,0,H,1,0,H,14,7,5,4
19/10/12,Dundee,Inverness C,1,4,A,1,2,A,8,3,6,2
