Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST
07/05/03,Motherwell,Celtic,0,4,A,0,1,A,4,16,3,11
10/05/03,Aberdeen,Partick,2,1,H,0,1,A,11,5,6,2
10/05/03,Celtic,Hearts,1,0,H,1,0,H,6,5,2,2
10/05/03,Dundee,Dunfermline,2,2,D,1,0,H,13,6,8,5
10/05/03,Hibernian,Motherwell,1,0,H,0,0,D,2,4,0,3
10/05/03,Livingston,Dundee United,1,2,A,0,1,A,17,8,10,5
11/05/03,Rangers,Kilmarnock,4,0,H,2,0,H,22,7,11,2
14/05/03,Celtic,Dundee,6,2,H,3,1,H,12,7,7,4
17/05/03,Dunfermline,Kilmarnock,2,2,D,2,1,H,10,9,6,4
17/05/03,Livingston,Hibernian,1,2,A,0,1,A,8,9,2,2
17/05/03,Motherwell,Aberdeen,2,3,A,1,3,A,13,10,9,7
17/05/03,Partick,Dundee United,0,1,A,0,0,D,10,9,2,6
18/05/03,Hearts,Rangers,0,2,A,0,0,D,7,11,0,1
24/05/03,Dundee United,Aberdeen,0,2,A,0,0,D,5,11,2,5
24/05/03,Hibernian,Partick,2,3,A,2,1,H,14,11,8,8
24/05/03,Motherwell,Livingston,6,2,H,1,1,D,13,16,7,9
25/05/03,Hearts,Dundee,1,0,H,0,0,D,8,3,1,0
25/05/03,Kilmarnock,Celtic,0,4,A,0,2,A,3,18,2,9
25/05/03,Rangers,Dunfermline,6,1,H,3,1,H,22,5,12,3
